Transcript,Exon,Beg,End,Outlier,Mean_GC
GA18825-RA ,         7,  17550334,  17551424,1,     0.000
GA18825-RA ,         8,  17551485,  17551556,1,     0.000
GA17740-RA ,         1,  17552808,  17552850,1,     2.000
GA17740-RA ,         2,  17553994,  17554127,1,     1.000
GA17740-RA ,         3,  17555293,  17555901,1,     2.000
GA17764-RA ,         1,  17564537,  17565175,1,     0.000
GA17764-RA ,         2,  17565242,  17565340,1,     0.000
GA12361-RA ,         1,  17576572,  17577159,1,     0.000
GA30499-RB ,         1,  17585119,  17586260,1,     0.000
GA30499-RB ,         2,  17588669,  17588831,1,     0.000
GA30499-RB ,         3,  17588930,  17589035,1,     0.000
GA30499-RB ,         4,  17589143,  17589281,1,     0.000
GA30499-RB ,         5,  17590627,  17590841,1,     0.000
GA30499-RB ,         6,  17590920,  17591029,1,     0.000
GA30499-RB ,         7,  17593087,  17593155,1,     0.000
GA30499-RB ,         8,  17594321,  17594521,1,     0.000
GA30499-RB ,         9,  17594578,  17594721,1,     0.000
GA30499-RB ,        10,  17594817,  17594949,1,     0.000
GA12360-RA ,         1,  17600180,  17600303,1,     0.000
GA12360-RA ,         2,  17600363,  17600541,1,     0.000
GA30499-RB ,        11,  17601950,  17602124,1,     0.000
GA14401-RA ,         1,  17602493,  17603268,1,     0.000
GA14401-RA ,         2,  17603330,  17603768,1,     0.000
GA17527-RA ,         1,  17604280,  17605049,1,     0.000
GA17527-RA ,         2,  17605106,  17605463,1,     0.000
GA17527-RA ,         3,  17605551,  17605619,1,     0.000
GA30499-RB ,        12,  17608946,  17609253,1,     0.000
GA24828-RA ,         1,  17617799,  17618308,1,     0.000
GA30499-RB ,        13,  17618520,  17620300,1,     0.029
GA22057-RA ,         1,  17635059,  17635783,1,     0.000
GA22057-RA ,         2,  17635839,  17636253,1,     0.294
GA22054-RB ,         1,  17652517,  17652558,1,     0.000
GA22054-RB ,         2,  17656683,  17656814,1,     0.000
GA22054-RB ,         3,  17656975,  17657256,1,     0.000
GA22054-RB ,         4,  17657319,  17657519,1,     0.000
GA22052-RA ,         1,  17659983,  17660051,1,     0.000
GA15827-RA ,         1,  17662942,  17663157,1,     0.019
GA15827-RA ,         2,  17663236,  17663439,1,     1.309
GA22052-RA ,         2,  17664705,  17664873,1,     1.000
GA22052-RA ,         3,  17664950,  17665227,1,     1.000
GA22052-RA ,         4,  17665588,  17665845,1,     1.000
GA22052-RA ,         5,  17666341,  17666466,1,     1.000
GA22052-RA ,         6,  17666537,  17666635,1,     0.061
GA17495-RA ,         1,  17671845,  17672116,1,     0.000
GA17495-RA ,         2,  17673187,  17673405,1,     0.000
GA17495-RA ,         3,  17673464,  17674484,1,     0.000
GA17495-RA ,         4,  17674545,  17674756,1,     0.000
GA17495-RA ,         5,  17674818,  17675890,1,     0.000
GA17495-RA ,         6,  17675957,  17676615,1,     0.809
GA17495-RA ,         7,  17676676,  17676825,1,     1.000
GA17504-RA ,         1,  17678625,  17678864,1,     0.000
GA17504-RA ,         2,  17680167,  17680283,1,     0.000
GA17504-RA ,         3,  17681897,  17682059,1,     0.000
GA17504-RA ,         4,  17682118,  17682401,1,     0.000
GA17504-RA ,         5,  17682462,  17682596,1,     0.000
GA17504-RA ,         6,  17682667,  17682896,1,     0.000
GA17504-RA ,         7,  17683001,  17683513,1,     0.000
GA17504-RA ,         8,  17683585,  17683830,1,     0.000
GA17504-RA ,         9,  17683889,  17684111,1,     0.000
GA17504-RA ,        10,  17684171,  17684308,1,     0.000
GA10239-RA ,         1,  17685059,  17685742,1,     0.000
GA10239-RA ,         2,  17685803,  17686375,1,     0.000
GA10239-RA ,         3,  17686425,  17687036,1,     0.708
GA10239-RA ,         4,  17687173,  17687235,1,     1.000
GA15829-RA ,         1,  17687826,  17688006,1,     1.000
GA15829-RA ,         2,  17688076,  17688143,1,     1.000
GA12356-RA ,         1,  17688612,  17689977,1,     1.042
GA12356-RA ,         2,  17690035,  17692757,1,     0.653
GA17478-RA ,         1,  17693303,  17693320,1,     0.000
GA17478-RA ,         2,  17693394,  17693510,1,     0.000
GA17478-RA ,         3,  17693583,  17693654,1,     0.000
GA17478-RA ,         4,  17693712,  17697359,1,     0.000
GA17478-RA ,         5,  17697432,  17697635,1,     0.000
GA17478-RA ,         6,  17697708,  17697898,1,     0.000
GA17478-RA ,         7,  17697971,  17698067,1,     0.000
GA17478-RA ,         8,  17698296,  17698379,1,     0.000
GA12357-RA ,         1,  17699811,  17699939,1,     2.000
GA22103-RB ,         1,  17700242,  17700318,1,     2.000
GA22103-RB ,         2,  17700800,  17701238,1,     2.346
GA22103-RB ,         3,  17701310,  17702059,1,     3.205
GA22103-RB ,         4,  17702118,  17702252,1,     3.000
GA22105-RA ,         1,  17703242,  17703467,1,     1.482
GA22105-RA ,         2,  17703525,  17704567,1,     1.000
GA12357-RA ,         2,  17704639,  17704780,1,     1.000
GA12357-RA ,         3,  17705101,  17705150,1,     1.000
GA21399-RA ,         1,  17707110,  17707379,1,     1.000
GA21399-RA ,         2,  17707443,  17707628,1,     1.000
GA21399-RA ,         3,  17707854,  17707856,1,     1.000
GA21596-RA ,         1,  17708519,  17708534,1,     0.000
GA21596-RA ,         2,  17708584,  17708982,1,     0.000
GA21596-RA ,         3,  17709040,  17709143,1,     0.000
GA24829-RA ,         1,  17709528,  17709551,1,     0.000
GA24829-RA ,         2,  17709641,  17709958,1,     0.000
GA24829-RA ,         3,  17710013,  17710177,1,     0.000
GA21602-RA ,         1,  17711869,  17711976,1,     0.000
GA21602-RA ,         2,  17712045,  17712719,1,     0.000
GA10731-RA ,         1,  17713651,  17713722,1,     0.000
GA10731-RA ,         2,  17713788,  17713913,1,     0.000
GA10731-RA ,         3,  17713988,  17716393,1,     0.013
GA24830-RC ,         1,  17717527,  17717611,1,     1.000
GA24830-RC ,         2,  17717668,  17718102,1,     1.959
GA24830-RC ,         3,  17718159,  17718334,1,     1.000
GA24830-RC ,         4,  17718507,  17718659,1,     1.000
GA24830-RC ,         5,  17718930,  17719111,1,     2.000
GA24830-RC ,         6,  17719179,  17719342,1,     2.000
GA24830-RC ,         7,  17719405,  17719556,1,     2.000
GA24830-RC ,         8,  17719633,  17719731,1,     1.000
GA22082-RA ,         1,  17724647,  17724665,1,     0.000
GA22082-RA ,         2,  17725014,  17725165,1,     0.132
GA22082-RA ,         3,  17725225,  17725767,1,     0.000
GA22082-RA ,         4,  17725823,  17726102,1,     0.000
GA22082-RA ,         5,  17726162,  17726403,1,     0.000
GA22082-RA ,         6,  17726479,  17726637,1,     0.000
GA10842-RA ,         1,  17730089,  17730139,1,     0.000
GA10842-RA ,         2,  17730790,  17730985,1,     0.000
GA10842-RA ,         3,  17731056,  17732295,1,     0.000
GA10842-RA ,         4,  17732361,  17732580,1,     0.000
GA10726-RA ,         1,  17732688,  17733338,1,     0.000
GA10726-RA ,         2,  17733405,  17733926,1,     0.000
GA10726-RA ,         3,  17733987,  17735057,1,     0.000
GA10726-RA ,         4,  17735114,  17735164,1,     0.000
GA12585-RA ,         1,  17736043,  17736053,1,     0.000
GA12585-RA ,         2,  17736134,  17736260,1,     0.000
GA12585-RA ,         3,  17736327,  17736664,1,     0.000
GA12585-RA ,         4,  17736727,  17736880,1,     0.000
GA10758-RA ,         1,  17737029,  17737185,1,     0.000
GA10758-RA ,         2,  17737369,  17737680,1,     0.000
GA10758-RA ,         3,  17737749,  17737896,1,     0.000
GA10758-RA ,         4,  17737963,  17738145,1,     0.000
GA10758-RA ,         5,  17738220,  17738550,1,     0.000
GA32415-RA ,         1,  17740054,  17740089,1,     0.000
GA32415-RA ,         2,  17740152,  17740292,1,     0.000
GA22109-RA ,         1,  17746688,  17746739,1,     0.000
GA22109-RA ,         2,  17747257,  17747407,1,     0.000
GA22109-RA ,         3,  17747485,  17747627,1,     0.000
GA22109-RA ,         4,  17747702,  17747858,1,     0.000
GA22109-RA ,         5,  17747916,  17748030,1,     0.000
GA22109-RA ,         6,  17748087,  17748239,1,     0.000
GA25104-RA ,         1,  17757687,  17758523,1,     0.029
GA17717-RA ,         1,  17799164,  17799217,1,     0.000
GA17717-RA ,         2,  17799283,  17799393,1,     0.000
GA17717-RA ,         3,  17799666,  17799719,1,     0.000
GA17717-RA ,         4,  17799784,  17799941,1,     0.000
GA17717-RA ,         5,  17799993,  17801007,1,     0.000
GA22071-RA ,         1,  17801276,  17801570,1,     0.000
GA22071-RA ,         2,  17801643,  17801941,1,     0.000
GA17695-RA ,         1,  17802878,  17803357,1,     0.000
GA30269-RM ,         1,  17806357,  17807196,1,     0.000
GA30269-RM ,         2,  17807263,  17807389,1,     0.000
GA30269-RM ,         3,  17807456,  17807727,1,     0.000
GA30269-RM ,         4,  17809741,  17809854,1,     2.509
GA30269-RM ,         5,  17809963,  17810160,1,     2.000
GA30269-RM ,         6,  17810223,  17810756,1,     2.000
GA17709-RA ,         1,  17812577,  17812612,1,     2.000
GA17709-RA ,         2,  17812668,  17812806,1,     2.000
GA17709-RA ,         3,  17812871,  17814558,1,     0.191
GA17709-RA ,         4,  17814630,  17814811,1,     0.000
GA17709-RA ,         5,  17814879,  17815220,1,     0.000
GA17709-RA ,         6,  17815298,  17816451,1,     0.000
GA17709-RA ,         7,  17816518,  17818081,1,     0.000
GA17709-RA ,         8,  17818147,  17818171,1,     0.000
GA30268-RA ,         1,  17821891,  17824047,1,     0.000
GA30268-RA ,         2,  17824125,  17824267,1,     0.000
GA30268-RA ,         3,  17824767,  17824926,1,     0.000
GA30268-RA ,         4,  17824988,  17826512,1,     0.252
GA30268-RA ,         5,  17826605,  17826748,1,     0.000
GA30268-RA ,         6,  17827719,  17827790,1,     0.000
GA30268-RA ,         7,  17827851,  17828219,1,     0.000
GA30268-RA ,         8,  17829688,  17829759,1,     0.000
GA30268-RA ,         9,  17829832,  17830050,1,     0.000
GA30268-RA ,        10,  17830156,  17830309,1,     0.000
GA30268-RA ,        11,  17830375,  17830532,1,     0.000
GA30268-RA ,        12,  17831637,  17831852,1,     0.000
GA30268-RA ,        13,  17832777,  17832920,1,     0.000
GA30268-RA ,        14,  17833001,  17833142,1,     0.000
GA30268-RA ,        15,  17834711,  17834946,1,     0.000
GA30268-RA ,        16,  17835873,  17836016,1,     0.000
GA30268-RA ,        17,  17836133,  17836204,1,     0.000
GA30268-RA ,        18,  17836666,  17836737,1,     0.000
GA30268-RA ,        19,  17837128,  17837199,1,     0.000
GA30268-RA ,        20,  17841699,  17842081,1,     0.000
GA20961-RA ,         1,  17875610,  17876186,1,     2.231
GA20961-RA ,         2,  17876260,  17876495,1,     2.919
GA20961-RA ,         3,  17876563,  17877347,1,     1.907
GA20961-RA ,         4,  17877414,  17877693,1,     2.000
GA20961-RA ,         5,  17877765,  17877932,1,     2.000
GA20961-RA ,         6,  17878027,  17879228,1,     2.270
GA20961-RA ,         7,  17879290,  17880163,1,     3.026
GA20963-RA ,         1,  17886907,  17886995,1,     6.000
GA20963-RA ,         2,  17887064,  17888075,1,     5.679
GA20963-RA ,         3,  17888137,  17888517,1,     4.000
GA20965-RA ,         1,  17888769,  17888796,1,     4.000
GA20965-RA ,         2,  17888857,  17889734,1,     4.297
GA20964-RH ,         1,  17890627,  17890756,1,     4.000
GA20964-RH ,         2,  17892202,  17892423,1,     2.122
GA20964-RH ,         3,  17893159,  17893696,1,     3.331
GA20964-RH ,         4,  17893761,  17893978,1,     4.706
GA20964-RH ,         5,  17894037,  17894119,1,     4.000
GA14596-RB ,         1,  17900477,  17901568,1,     1.020
GA14596-RB ,         2,  17901641,  17901793,1,     2.000
GA14596-RB ,         3,  17901864,  17902007,1,     2.000
GA14596-RB ,         4,  17902080,  17902793,1,     1.094
GA24101-RA ,         1,  17905990,  17907075,1,     1.000
GA24101-RA ,         2,  17907149,  17907301,1,     1.000
GA24101-RA ,         3,  17907372,  17907515,1,     2.000
GA24101-RA ,         4,  17907590,  17908146,1,     2.000
GA24101-RA ,         5,  17936332,  17937091,1,     1.000
GA13099-RA ,         1,  17954986,  17955607,1,     3.061
GA13099-RA ,         2,  17955675,  17955685,1,     4.000
GA21007-RA ,         1,  17991283,  17991744,1,     4.000
GA21007-RA ,         2,  17991812,  17992879,1,     4.000
GA25106-RA ,         1,  17998018,  17998533,1,     2.291
GA10845-RA ,         1,  17999200,  17999474,1,     2.000
GA10845-RA ,         2,  17999542,  17999650,1,     2.000
GA10845-RA ,         3,  17999711,  17999845,1,     2.763
GA21005-RA ,         1,  18000079,  18000594,1,     1.682
GA24099-RB ,         1,  18002069,  18003961,1,     2.000
GA24099-RB ,         2,  18004024,  18004337,1,     2.694
GA24099-RB ,         3,  18004635,  18004973,1,     4.000
GA24099-RB ,         4,  18005033,  18005376,1,     3.730
GA24099-RB ,         5,  18005445,  18005626,1,     4.000
GA24099-RB ,         6,  18005699,  18005913,1,     5.395
GA24099-RB ,         7,  18008465,  18008610,1,     2.596
GA24099-RB ,         8,  18008682,  18008812,1,     2.000
GA25107-RA ,         1,  18018246,  18018350,1,     3.000
GA25107-RA ,         2,  18018412,  18019173,1,     3.714
GA15842-RA ,         1,  18020724,  18021132,1,     1.276
GA15842-RA ,         2,  18021193,  18022043,1,     0.651
GA14757-RA ,         1,  18024212,  18025225,1,     2.288
GA14757-RA ,         2,  18025284,  18025859,1,     2.281
GA20988-RA ,         1,  18026795,  18026927,1,     3.391
GA20988-RA ,         2,  18026993,  18027189,1,     3.797
GA20988-RA ,         3,  18027260,  18027373,1,     2.000
GA20988-RA ,         4,  18027436,  18027563,1,     2.813
GA20988-RA ,         5,  18028066,  18028614,1,     2.000
GA20988-RA ,         6,  18028668,  18029601,1,     1.096
GA20988-RA ,         7,  18029663,  18029774,1,     3.000
GA20988-RA ,         8,  18029831,  18030113,1,     2.127
GA20988-RA ,         9,  18030188,  18030317,1,     2.000
GA25108-RA ,         1,  18050908,  18051894,1,     2.041
GA11404-RA ,         1,  18079485,  18079626,1,     2.000
GA11404-RA ,         2,  18083138,  18083729,1,     1.486
GA11404-RA ,         3,  18083784,  18084279,1,     1.000
GA11404-RA ,         4,  18084348,  18085124,1,     3.324
GA11404-RA ,         5,  18085178,  18086514,1,     2.449
GA11404-RA ,         6,  18086578,  18086703,1,     2.000
GA11404-RA ,         7,  18086760,  18087097,1,     2.000
GA11404-RA ,         8,  18087170,  18087414,1,     2.000
GA11404-RA ,         9,  18087481,  18087582,1,     3.000
GA13588-RA ,         1,  18196439,  18196683,1,     1.045
GA13588-RA ,         2,  18196743,  18196931,1,     1.000
GA13588-RA ,         3,  18196989,  18197049,1,     1.000
GA30272-RB ,         1,  18209378,  18209556,1,     5.000
GA30272-RB ,         2,  18209862,  18211455,1,     5.119
GA30272-RB ,         3,  18211574,  18212477,1,     5.000
GA30272-RB ,         4,  18212630,  18213818,1,     5.000
GA30272-RB ,         5,  18213873,  18214431,1,     5.000
GA30272-RB ,         6,  18214503,  18214650,1,     5.000
GA30272-RB ,         7,  18214720,  18214897,1,     5.000
GA30272-RB ,         8,  18214960,  18215386,1,     5.000
GA24097-RA ,         1,  18218257,  18218457,1,     5.423
GA24097-RA ,         2,  18218521,  18218694,1,     4.644
GA24097-RA ,         3,  18218751,  18218969,1,     4.000
GA16335-RA ,         1,  18222672,  18222876,1,     4.000
GA16335-RA ,         2,  18222949,  18223138,1,     4.000
GA16335-RA ,         3,  18227432,  18227516,1,     3.000
GA16296-RA ,         1,  18229192,  18229366,1,     4.000
GA16296-RA ,         2,  18229434,  18231192,1,     4.000
GA16296-RA ,         3,  18231257,  18231389,1,     4.000
GA17110-RA ,         1,  18231833,  18232801,1,     4.000
GA17110-RA ,         2,  18232869,  18233795,1,     4.000
GA17110-RA ,         3,  18234002,  18235887,1,     4.000
GA17110-RA ,         4,  18235947,  18236974,1,     4.000
GA17110-RA ,         5,  18237055,  18237332,1,     4.000
GA16437-RB ,         1,  18239843,  18240022,1,     2.000
GA16437-RB ,         2,  18240094,  18240632,1,     2.000
GA16437-RB ,         3,  18241079,  18241250,1,     2.000
GA16437-RB ,         4,  18241374,  18241563,1,     2.000
GA16437-RB ,         5,  18241633,  18241795,1,     2.000
GA16437-RB ,         6,  18241854,  18241929,1,     2.000
GA16437-RB ,         7,  18241999,  18242001,1,     2.000
GA17309-RA ,         1,  18245144,  18245452,1,     2.579
GA17309-RA ,         2,  18247118,  18247258,1,     3.000
GA17309-RA ,         3,  18247325,  18247783,1,     3.000
GA18309-RA ,         1,  18248918,  18249094,1,     2.000
GA18309-RA ,         2,  18249155,  18249844,1,     1.565
GA18309-RA ,         3,  18249899,  18250018,1,     0.000
GA18309-RA ,         4,  18250075,  18250752,1,     0.000
GA12378-RA ,         1,  18251152,  18251369,1,     0.000
GA12378-RA ,         2,  18251438,  18251483,1,     0.000
GA12378-RA ,         3,  18251540,  18251611,1,     0.000
GA12386-RB ,         1,  18254291,  18254329,1,     0.000
GA12386-RB ,         2,  18254426,  18256045,1,     0.000
GA15693-RC ,         1,  18256364,  18258442,1,     0.000
GA15693-RC ,         2,  18258773,  18259212,1,     0.000
GA15693-RC ,         3,  18259269,  18259346,1,     0.000
GA15693-RC ,         4,  18259400,  18260282,1,     0.895
GA18301-RA ,         1,  18261397,  18262062,1,     2.000
GA18301-RA ,         2,  18262471,  18262695,1,     2.000
GA24096-RC ,         1,  18265630,  18266789,1,     2.000
GA24096-RC ,         2,  18268884,  18269446,1,     3.000
GA24096-RC ,         3,  18270137,  18270594,1,     3.000
GA24095-RC ,         1,  18270671,  18270733,1,     3.000
GA24095-RC ,         2,  18270853,  18271827,1,     3.000
GA18280-RA ,         1,  18273392,  18273464,1,     3.000
GA18280-RA ,         2,  18274635,  18276976,1,     4.000
GA18280-RA ,         3,  18277043,  18277324,1,     4.000
GA18280-RA ,         4,  18277397,  18277804,1,     4.000
GA12376-RA ,         1,  18280492,  18280992,1,     4.000
GA25111-RA ,         1,  18285453,  18285554,1,     4.000
GA25111-RA ,         2,  18285611,  18285840,1,     4.000
GA25111-RA ,         3,  18285914,  18286340,1,     4.000
GA25112-RA ,         1,  18287283,  18287296,1,     4.000
GA25112-RA ,         2,  18287358,  18287924,1,     4.000
GA25112-RA ,         3,  18288002,  18288086,1,     4.000
GA12375-RA ,         1,  18290898,  18292393,1,     4.000
GA12375-RA ,         2,  18292459,  18293206,1,     4.000
GA12384-RB ,         1,  18293905,  18293964,1,     4.000
GA12384-RB ,         2,  18294022,  18294339,1,     4.000
GA12384-RB ,         3,  18294394,  18294537,1,     4.000
GA12373-RC ,         1,  18300453,  18301427,1,     4.000
GA12373-RC ,         2,  18302169,  18302294,1,     5.000
GA12373-RC ,         3,  18302456,  18302587,1,     5.000
GA12373-RC ,         4,  18302783,  18303204,1,     5.000
GA12373-RC ,         5,  18303288,  18303360,1,     5.000
GA12373-RC ,         6,  18305456,  18305572,1,     4.000
GA12373-RC ,         7,  18305994,  18306119,1,     4.000
GA12373-RC ,         8,  18306201,  18306429,1,     4.000
GA14173-RB ,         1,  18314197,  18314515,1,     4.000
GA14173-RB ,         2,  18314577,  18314620,1,     4.000
GA17479-RA ,         1,  18314750,  18315478,1,     3.287
GA17477-RA ,         1,  18315959,  18317170,1,     3.000
GA18261-RA ,         1,  18337898,  18338047,1,     4.000
GA18261-RA ,         2,  18338119,  18338513,1,     4.000
GA18261-RA ,         3,  18338584,  18338700,1,     4.000
GA18261-RA ,         4,  18338765,  18339707,1,     3.268
GA24094-RA ,         1,  18340050,  18340396,1,     3.000
GA24094-RA ,         2,  18340452,  18340563,1,     3.000
GA17474-RA ,         1,  18344700,  18345935,1,     3.857
GA12373-RC ,         9,  18355564,  18355721,1,     5.000
GA13996-RA ,         1,  18361069,  18361872,1,     2.067
GA25114-RA ,         1,  18362571,  18362860,1,     2.000
GA25114-RA ,         2,  18362935,  18363214,1,     2.000
GA25114-RA ,         3,  18363293,  18363673,1,     2.071
GA30266-RD ,         1,  18367054,  18367375,1,     1.000
GA30266-RD ,         2,  18368953,  18369008,1,     1.000
GA30266-RD ,         3,  18369081,  18369313,1,     1.000
GA30266-RD ,         4,  18369385,  18369572,1,     1.000
GA30266-RD ,         5,  18369889,  18369984,1,     1.000
GA30266-RD ,         6,  18370721,  18370932,1,     1.000
GA30266-RD ,         7,  18371092,  18371248,1,     1.000
GA30266-RD ,         8,  18371650,  18372175,1,     1.000
GA30266-RD ,         9,  18373294,  18373585,1,     1.000
GA30266-RD ,        10,  18373727,  18373980,1,     3.000
GA30266-RD ,        11,  18374501,  18374941,1,     3.000
GA30266-RD ,        12,  18374996,  18375217,1,     4.000
GA30266-RD ,        13,  18375299,  18375436,1,     4.000
GA30266-RD ,        14,  18375513,  18375671,1,     4.000
GA30266-RD ,        15,  18375746,  18375931,1,     4.000
GA30266-RD ,        16,  18376058,  18376141,1,     4.000
GA30266-RD ,        17,  18376223,  18376288,1,     4.000
GA30266-RD ,        18,  18376578,  18376668,1,     4.000
GA30267-RB ,         1,  18377276,  18377692,1,     4.000
GA30267-RB ,         2,  18378223,  18378249,1,     4.000
GA30267-RB ,         3,  18378577,  18380471,1,     4.000
GA30267-RB ,         4,  18380531,  18380699,1,     4.000
GA25115-RA ,         1,  18384335,  18384544,1,     4.000
GA25115-RA ,         2,  18384612,  18384888,1,     4.000
GA25115-RA ,         3,  18386536,  18386746,1,     4.000
GA25115-RA ,         4,  18386808,  18387260,1,     3.000
GA25115-RA ,         5,  18387332,  18387626,1,     3.000
GA25115-RA ,         6,  18388270,  18388470,1,     3.000
GA25115-RA ,         7,  18388529,  18388774,1,     3.000
GA17437-RA ,         1,  18389872,  18390800,1,     3.000
GA17437-RA ,         2,  18390858,  18391032,1,     3.000
GA18234-RG ,         1,  18393117,  18393440,1,     3.000
GA18234-RG ,         2,  18393506,  18393704,1,     3.000
GA18234-RG ,         3,  18393768,  18394078,1,     3.000
GA18234-RG ,         4,  18394149,  18394289,1,     3.000
GA18234-RG ,         5,  18395212,  18395287,1,     3.000
GA18234-RG ,         6,  18395342,  18395685,1,     3.000
GA18234-RG ,         7,  18395760,  18398015,1,     4.408
GA18234-RG ,         8,  18398071,  18398177,1,     5.000
GA18234-RG ,         9,  18398238,  18398370,1,     5.000
GA18234-RG ,        10,  18399237,  18400295,1,     6.000
GA18130-RB ,         1,  18409345,  18410288,1,     6.000
GA18130-RB ,         2,  18410353,  18410536,1,     6.000
GA18130-RB ,         3,  18410612,  18410799,1,     6.000
GA18130-RB ,         4,  18412479,  18413664,1,     6.000
GA12372-RA ,         1,  18415842,  18416128,1,     6.300
GA12372-RA ,         2,  18416212,  18416308,1,     7.000
GA17433-RA ,         1,  18418365,  18418561,1,     6.000
GA17433-RA ,         2,  18418625,  18418997,1,     6.000
GA32800-RA ,         1,  18425564,  18425567,1,     7.000
GA32800-RA ,         2,  18435566,  18435732,1,     4.000
GA17433-RA ,         3,  18440050,  18440298,1,     3.000
GA17433-RA ,         4,  18443843,  18444463,1,     3.000
GA18129-RA ,         1,  18458980,  18460347,1,     5.000
GA17427-RA ,         1,  18481244,  18482197,1,     0.000
GA17427-RA ,         2,  18482261,  18482505,1,     0.000
GA17427-RA ,         3,  18482569,  18482677,1,     0.000
GA17427-RA ,         4,  18487606,  18487662,1,     0.000
GA24089-RE ,         1,  18495938,  18496246,1,     0.000
GA24089-RE ,         2,  18496386,  18497862,1,     1.000
GA24089-RE ,         3,  18497917,  18498172,1,     1.000
GA24089-RE ,         4,  18500095,  18500101,1,     0.000
GA24088-RA ,         1,  18503550,  18503894,1,     0.000
GA24088-RA ,         2,  18503998,  18504123,1,     0.000
GA24088-RA ,         3,  18504197,  18504376,1,     0.000
GA24088-RA ,         4,  18504435,  18505759,1,     0.000
GA24088-RA ,         5,  18509110,  18509386,1,     1.000
GA24088-RA ,         6,  18518883,  18518885,1,     1.000
GA17413-RA ,         1,  18529158,  18529254,1,     3.000
GA17413-RA ,         2,  18529493,  18529678,1,     3.151
GA17413-RA ,         3,  18529743,  18530037,1,     3.000
GA17413-RA ,         4,  18530110,  18530318,1,     3.000
GA17413-RA ,         5,  18530385,  18531705,1,     3.000
GA17413-RA ,         6,  18531781,  18531880,1,     2.000
GA12370-RA ,         1,  18536951,  18537581,1,     2.000
GA12370-RA ,         2,  18537612,  18537880,1,     2.000
GA12370-RA ,         3,  18537992,  18538339,1,     2.000
GA12370-RA ,         4,  18538396,  18538749,1,     2.000
GA15831-RA ,         1,  18539989,  18540154,1,     2.000
GA15831-RA ,         2,  18540212,  18540352,1,     2.000
GA15831-RA ,         3,  18540426,  18540559,1,     2.000
GA15831-RA ,         4,  18540628,  18541306,1,     2.000
GA15831-RA ,         5,  18541374,  18541623,1,     2.764
GA15831-RA ,         6,  18541700,  18541785,1,     3.000
GA12371-RA ,         1,  18543236,  18544177,1,     2.000
GA12371-RA ,         2,  18544239,  18545459,1,     2.847
GA15831-RA ,         7,  18549159,  18549436,1,     2.000
GA25119-RA ,         1,  18562564,  18562950,1,     1.000
GA25119-RA ,         2,  18576703,  18577236,1,     4.000
GA10982-RA ,         1,  18585698,  18586363,1,     3.000
GA10982-RA ,         2,  18586437,  18586595,1,     3.000
GA10982-RA ,         3,  18589713,  18589797,1,     3.000
GA10982-RA ,         4,  18589887,  18590215,1,     3.000
GA17402-RA ,         1,  18590626,  18590793,1,     3.000
GA17402-RA ,         2,  18590857,  18591556,1,     3.000
GA17402-RA ,         3,  18591618,  18591762,1,     3.000
GA17402-RA ,         4,  18591822,  18592571,1,     3.000
GA17402-RA ,         5,  18592648,  18592769,1,     3.000
GA17402-RA ,         6,  18592823,  18593228,1,     3.000
GA17402-RA ,         7,  18593302,  18594049,1,     3.000
GA17402-RA ,         8,  18594117,  18594452,1,     3.000
GA17406-RA ,         1,  18595139,  18596095,1,     3.000
GA17407-RA ,         1,  18597153,  18597306,1,     3.000
GA17407-RA ,         2,  18597369,  18601483,1,     3.000
GA17407-RA ,         3,  18601554,  18601720,1,     3.000
GA17407-RA ,         4,  18601788,  18602763,1,     3.000
GA17407-RA ,         5,  18602827,  18604204,1,     3.000
GA17407-RA ,         6,  18604400,  18604422,1,     3.000
GA24087-RA ,         1,  18608261,  18608485,1,     3.373
GA24087-RA ,         2,  18608554,  18608979,1,     3.045
GA24087-RA ,         3,  18609237,  18609511,1,     3.000
GA24087-RA ,         4,  18609741,  18609992,1,     3.000
GA24087-RA ,         5,  18610067,  18610435,1,     3.000
GA24087-RA ,         6,  18610504,  18610762,1,     3.000
GA25121-RA ,         1,  18613559,  18613589,1,     3.000
GA25121-RA ,         2,  18613992,  18614155,1,     2.000
GA25121-RA ,         3,  18615520,  18615669,1,     3.000
GA25121-RA ,         4,  18615734,  18615814,1,     3.000
GA25121-RA ,         5,  18615873,  18616064,1,     3.000
GA21063-RA ,         1,  18619865,  18620376,1,     2.000
GA21063-RA ,         2,  18620453,  18620509,1,     2.000
GA21063-RA ,         3,  18620735,  18620954,1,     2.000
GA21066-RC ,         1,  18621732,  18621783,1,     2.000
GA21066-RC ,         2,  18622880,  18623065,1,     2.000
GA21066-RC ,         3,  18623121,  18623270,1,     2.000
GA21066-RC ,         4,  18623325,  18623399,1,     2.000
GA21066-RC ,         5,  18623456,  18623778,1,     2.000
GA21066-RC ,         6,  18623842,  18623958,1,     2.000
GA21066-RC ,         7,  18624015,  18624168,1,     2.000
GA21066-RC ,         8,  18624375,  18624452,1,     2.000
GA21066-RC ,         9,  18625001,  18625111,1,     2.000
GA21066-RC ,        10,  18625277,  18625714,1,     2.000
GA21066-RC ,        11,  18626040,  18626152,1,     2.000
GA21066-RC ,        12,  18626586,  18626826,1,     2.000
GA21066-RC ,        13,  18626885,  18626990,1,     2.000
GA21066-RC ,        14,  18627055,  18627780,1,     2.000
GA21066-RC ,        15,  18627837,  18627987,1,     2.000
