SubRegion	GC_Beg	GC_End	PP_Beg	PP_End	PP_Ori	ABeg	AEnd
11b	107784	108054	16000001	16250000	1	16107784	16108054
11b	108054	108706	16000001	16250000	1	16108054	16108706
11b	108617	108706	16000001	16250000	1	16108617	16108706
11b	108706	109341	16000001	16250000	1	16108706	16109341
11b	109028	109341	16000001	16250000	1	16109028	16109341
11b	109321	109341	16000001	16250000	1	16109321	16109341
11b	110433	110614	16000001	16250000	1	16110433	16110614
11b	112012	112195	16000001	16250000	1	16112012	16112195
11b	112012	112021	16000001	16250000	1	16112012	16112021
11b	112147	112195	16000001	16250000	1	16112147	16112195
11b	112147	112237	16000001	16250000	1	16112147	16112237
11b	112436	112798	16000001	16250000	1	16112436	16112798
11b	112538	112798	16000001	16250000	1	16112538	16112798
11b	113316	113382	16000001	16250000	1	16113316	16113382
11b	113382	115563	16000001	16250000	1	16113382	16115563
11b	113730	115275	16000001	16250000	1	16113730	16115275
11b	114204	114252	16000001	16250000	1	16114204	16114252
11b	114217	115991	16000001	16250000	1	16114217	16115991
11b	114665	115348	16000001	16250000	1	16114665	16115348
11b	114665	115285	16000001	16250000	1	16114665	16115285
11b	115078	116843	16000001	16250000	1	16115078	16116843
11b	115285	116843	16000001	16250000	1	16115285	16116843
11b	115345	115563	16000001	16250000	1	16115345	16115563
11b	115518	116843	16000001	16250000	1	16115518	16116843
11b	116071	116843	16000001	16250000	1	16116071	16116843
11b	116474	116499	16000001	16250000	1	16116474	16116499
11b	116985	117074	16000001	16250000	1	16116985	16117074
11b	117203	117207	16000001	16250000	1	16117203	16117207
11b	117277	118189	16000001	16250000	1	16117277	16118189
11b	118818	119068	16000001	16250000	1	16118818	16119068
11b	118888	119068	16000001	16250000	1	16118888	16119068
11b	120984	120992	16000001	16250000	1	16120984	16120992
11b	124329	125500	16000001	16250000	1	16124329	16125500
11b	125078	126154	16000001	16250000	1	16125078	16126154
11b	125255	125262	16000001	16250000	1	16125255	16125262
11b	126471	127015	16000001	16250000	1	16126471	16127015
11b	126673	127015	16000001	16250000	1	16126673	16127015
11b	126781	126822	16000001	16250000	1	16126781	16126822
11b	126872	127015	16000001	16250000	1	16126872	16127015
11b	127716	128252	16000001	16250000	1	16127716	16128252
11b	127716	128316	16000001	16250000	1	16127716	16128316
11b	127778	128431	16000001	16250000	1	16127778	16128431
11b	130100	130113	16000001	16250000	1	16130100	16130113
11b	132675	133373	16000001	16250000	1	16132675	16133373
11b	134059	134062	16000001	16250000	1	16134059	16134062
11b	135381	135401	16000001	16250000	1	16135381	16135401
11b	136019	136034	16000001	16250000	1	16136019	16136034
11b	136031	136127	16000001	16250000	1	16136031	16136127
11b	136031	136034	16000001	16250000	1	16136031	16136034
11b	136598	138020	16000001	16250000	1	16136598	16138020
11b	138268	138709	16000001	16250000	1	16138268	16138709
11b	138424	139835	16000001	16250000	1	16138424	16139835
11b	138598	138602	16000001	16250000	1	16138598	16138602
11b	138598	138709	16000001	16250000	1	16138598	16138709
11b	138708	138722	16000001	16250000	1	16138708	16138722
11b	139828	139835	16000001	16250000	1	16139828	16139835
11b	142257	142647	16000001	16250000	1	16142257	16142647
11b	142566	142569	16000001	16250000	1	16142566	16142569
11b	146901	146907	16000001	16250000	1	16146901	16146907
11b	147802	147809	16000001	16250000	1	16147802	16147809
11b	148553	148568	16000001	16250000	1	16148553	16148568
11b	148895	148906	16000001	16250000	1	16148895	16148906
11b	150772	152262	16000001	16250000	1	16150772	16152262
11b	151961	151963	16000001	16250000	1	16151961	16151963
11b	152245	152248	16000001	16250000	1	16152245	16152248
11b	152262	152286	16000001	16250000	1	16152262	16152286
11b	153590	157028	16000001	16250000	1	16153590	16157028
11b	155688	155825	16000001	16250000	1	16155688	16155825
11b	157149	159420	16000001	16250000	1	16157149	16159420
11b	157149	157774	16000001	16250000	1	16157149	16157774
11b	157439	157774	16000001	16250000	1	16157439	16157774
11b	158571	160839	16000001	16250000	1	16158571	16160839
11b	159044	159055	16000001	16250000	1	16159044	16159055
11b	159219	159266	16000001	16250000	1	16159219	16159266
11b	159266	159724	16000001	16250000	1	16159266	16159724
11b	160068	161069	16000001	16250000	1	16160068	16161069
11b	160123	160124	16000001	16250000	1	16160123	16160124
11b	160349	160424	16000001	16250000	1	16160349	16160424
11b	160361	160848	16000001	16250000	1	16160361	16160848
11b	160361	160424	16000001	16250000	1	16160361	16160424
11b	160457	160649	16000001	16250000	1	16160457	16160649
11b	160508	160543	16000001	16250000	1	16160508	16160543
11b	160535	160543	16000001	16250000	1	16160535	16160543
11b	160912	161288	16000001	16250000	1	16160912	16161288
11b	161075	161101	16000001	16250000	1	16161075	16161101
11b	161221	161288	16000001	16250000	1	16161221	16161288
11b	161777	162041	16000001	16250000	1	16161777	16162041
11b	162617	162757	16000001	16250000	1	16162617	16162757
11b	162618	162949	16000001	16250000	1	16162618	16162949
11b	162949	163000	16000001	16250000	1	16162949	16163000
11b	162998	163000	16000001	16250000	1	16162998	16163000
11b	163263	163456	16000001	16250000	1	16163263	16163456
11b	164653	164858	16000001	16250000	1	16164653	16164858
11b	164781	164836	16000001	16250000	1	16164781	16164836
11b	164871	164981	16000001	16250000	1	16164871	16164981
11b	166664	166698	16000001	16250000	1	16166664	16166698
11b	167244	167248	16000001	16250000	1	16167244	16167248
11b	167644	167674	16000001	16250000	1	16167644	16167674
11b	167644	167693	16000001	16250000	1	16167644	16167693
11b	169871	169876	16000001	16250000	1	16169871	16169876
11b	169958	170289	16000001	16250000	1	16169958	16170289
11b	171225	171239	16000001	16250000	1	16171225	16171239
11b	171225	171598	16000001	16250000	1	16171225	16171598
11b	171503	171598	16000001	16250000	1	16171503	16171598
11b	171503	171551	16000001	16250000	1	16171503	16171551
11b	171533	172350	16000001	16250000	1	16171533	16172350
11b	172252	172267	16000001	16250000	1	16172252	16172267
11b	172252	172274	16000001	16250000	1	16172252	16172274
11b	173944	175871	16000001	16250000	1	16173944	16175871
11b	174217	175871	16000001	16250000	1	16174217	16175871
11b	174217	174225	16000001	16250000	1	16174217	16174225
11b	174505	174587	16000001	16250000	1	16174505	16174587
11b	174527	174562	16000001	16250000	1	16174527	16174562
11b	175387	178443	16000001	16250000	1	16175387	16178443
11b	176188	176300	16000001	16250000	1	16176188	16176300
11b	176188	176189	16000001	16250000	1	16176188	16176189
11b	177697	178443	16000001	16250000	1	16177697	16178443
11b	177712	178519	16000001	16250000	1	16177712	16178519
11b	180623	180646	16000001	16250000	1	16180623	16180646
11b	181719	183479	16000001	16250000	1	16181719	16183479
11b	182879	191870	16000001	16250000	1	16182879	16191870
11b	184705	184706	16000001	16250000	1	16184705	16184706
11b	187759	190932	16000001	16250000	1	16187759	16190932
11b	191267	191269	16000001	16250000	1	16191267	16191269
11b	191513	191870	16000001	16250000	1	16191513	16191870
11b	193969	196333	16000001	16250000	1	16193969	16196333
11b	194842	196606	16000001	16250000	1	16194842	16196606
11b	194842	194897	16000001	16250000	1	16194842	16194897
11b	195511	196333	16000001	16250000	1	16195511	16196333
11b	195511	196111	16000001	16250000	1	16195511	16196111
11b	195511	197383	16000001	16250000	1	16195511	16197383
11b	196111	196333	16000001	16250000	1	16196111	16196333
11b	196558	196567	16000001	16250000	1	16196558	16196567
11b	198023	198108	16000001	16250000	1	16198023	16198108
11b	205229	206002	16000001	16250000	1	16205229	16206002
11b	205229	206288	16000001	16250000	1	16205229	16206288
11b	206716	207750	16000001	16250000	1	16206716	16207750
11b	207720	207750	16000001	16250000	1	16207720	16207750
11b	207727	207750	16000001	16250000	1	16207727	16207750
11b	210237	210415	16000001	16250000	1	16210237	16210415
11b	210933	211291	16000001	16250000	1	16210933	16211291
11b	213289	213290	16000001	16250000	1	16213289	16213290
11b	221110	222052	16000001	16250000	1	16221110	16222052
11b	225403	226831	16000001	16250000	1	16225403	16226831
11b	225403	231944	16000001	16250000	1	16225403	16231944
11b	230245	230258	16000001	16250000	1	16230245	16230258
11b	231017	231071	16000001	16250000	1	16231017	16231071
11b	231407	231944	16000001	16250000	1	16231407	16231944
11b	231926	231944	16000001	16250000	1	16231926	16231944
11b	236047	243064	16000001	16250000	1	16236047	16243064
11b	236047	240170	16000001	16250000	1	16236047	16240170
11b	239411	240170	16000001	16250000	1	16239411	16240170
11b	239411	239566	16000001	16250000	1	16239411	16239566
11b	241332	242036	16000001	16250000	1	16241332	16242036
11b	242323	243064	16000001	16250000	1	16242323	16243064
11b	242323	242447	16000001	16250000	1	16242323	16242447
11b	243030	243064	16000001	16250000	1	16243030	16243064
11b	244295	244370	16000001	16250000	1	16244295	16244370
11b	244794	244950	16000001	16250000	1	16244794	16244950
11b	245372	245956	16000001	16250000	1	16245372	16245956
11c	154	595	16250001	16500000	1	16250154	16250595
11c	154	157	16250001	16500000	1	16250154	16250157
11c	426	595	16250001	16500000	1	16250426	16250595
11c	492	595	16250001	16500000	1	16250492	16250595
11c	7158	9292	16250001	16500000	1	16257158	16259292
11c	8693	8706	16250001	16500000	1	16258693	16258706
11c	8693	9808	16250001	16500000	1	16258693	16259808
11c	8693	9930	16250001	16500000	1	16258693	16259930
11c	8981	9930	16250001	16500000	1	16258981	16259930
11c	9019	9200	16250001	16500000	1	16259019	16259200
11c	9715	20370	16250001	16500000	1	16259715	16270370
11c	9871	12824	16250001	16500000	1	16259871	16262824
11c	9930	9998	16250001	16500000	1	16259930	16259998
11c	11725	11727	16250001	16500000	1	16261725	16261727
11c	12816	12824	16250001	16500000	1	16262816	16262824
11c	13595	13609	16250001	16500000	1	16263595	16263609
11c	15868	15869	16250001	16500000	1	16265868	16265869
11c	16088	16171	16250001	16500000	1	16266088	16266171
11c	17969	17982	16250001	16500000	1	16267969	16267982
11c	17969	17992	16250001	16500000	1	16267969	16267992
11c	20686	21461	16250001	16500000	1	16270686	16271461
11c	21152	22230	16250001	16500000	1	16271152	16272230
11c	21152	21597	16250001	16500000	1	16271152	16271597
11c	22218	22230	16250001	16500000	1	16272218	16272230
11c	22230	22315	16250001	16500000	1	16272230	16272315
11c	26379	26826	16250001	16500000	1	16276379	16276826
11c	26536	26589	16250001	16500000	1	16276536	16276589
11c	26589	26629	16250001	16500000	1	16276589	16276629
11c	26589	26635	16250001	16500000	1	16276589	16276635
11c	29041	29949	16250001	16500000	1	16279041	16279949
11c	29168	29179	16250001	16500000	1	16279168	16279179
11c	29465	29612	16250001	16500000	1	16279465	16279612
11c	33799	34216	16250001	16500000	1	16283799	16284216
11c	33799	33885	16250001	16500000	1	16283799	16283885
11c	33800	33885	16250001	16500000	1	16283800	16283885
11c	36775	39151	16250001	16500000	1	16286775	16289151
11c	37300	37882	16250001	16500000	1	16287300	16287882
11c	37457	41665	16250001	16500000	1	16287457	16291665
11c	37493	39831	16250001	16500000	1	16287493	16289831
11c	37493	38346	16250001	16500000	1	16287493	16288346
11c	37943	39831	16250001	16500000	1	16287943	16289831
11c	37962	38465	16250001	16500000	1	16287962	16288465
11c	38127	38465	16250001	16500000	1	16288127	16288465
11c	38552	38569	16250001	16500000	1	16288552	16288569
11c	41043	41665	16250001	16500000	1	16291043	16291665
11c	41043	41698	16250001	16500000	1	16291043	16291698
11c	41325	41698	16250001	16500000	1	16291325	16291698
11c	42126	42145	16250001	16500000	1	16292126	16292145
11c	44238	44256	16250001	16500000	1	16294238	16294256
11c	44822	44831	16250001	16500000	1	16294822	16294831
11c	45289	46143	16250001	16500000	1	16295289	16296143
11c	46143	52661	16250001	16500000	1	16296143	16302661
11c	62535	62547	16250001	16500000	1	16312535	16312547
11c	62535	63360	16250001	16500000	1	16312535	16313360
11c	62535	63700	16250001	16500000	1	16312535	16313700
11c	62793	63360	16250001	16500000	1	16312793	16313360
11c	63670	63700	16250001	16500000	1	16313670	16313700
11c	70827	70981	16250001	16500000	1	16320827	16320981
11c	71555	71970	16250001	16500000	1	16321555	16321970
11c	71555	72631	16250001	16500000	1	16321555	16322631
11c	71875	72631	16250001	16500000	1	16321875	16322631
11c	72272	72631	16250001	16500000	1	16322272	16322631
11c	72272	72425	16250001	16500000	1	16322272	16322425
11c	72600	72602	16250001	16500000	1	16322600	16322602
11c	76004	84987	16250001	16500000	1	16326004	16334987
11c	77069	77137	16250001	16500000	1	16327069	16327137
11c	77069	81935	16250001	16500000	1	16327069	16331935
11c	83846	87629	16250001	16500000	1	16333846	16337629
11c	83846	88651	16250001	16500000	1	16333846	16338651
11c	83846	84434	16250001	16500000	1	16333846	16334434
11c	84848	84867	16250001	16500000	1	16334848	16334867
11c	86918	87002	16250001	16500000	1	16336918	16337002
11c	86918	87629	16250001	16500000	1	16336918	16337629
11c	87551	87629	16250001	16500000	1	16337551	16337629
11c	89835	90900	16250001	16500000	1	16339835	16340900
11c	90287	90900	16250001	16500000	1	16340287	16340900
11c	90552	90567	16250001	16500000	1	16340552	16340567
11c	93567	93632	16250001	16500000	1	16343567	16343632
11c	93567	93681	16250001	16500000	1	16343567	16343681
11c	93983	94056	16250001	16500000	1	16343983	16344056
11c	93983	93996	16250001	16500000	1	16343983	16343996
11c	94702	97213	16250001	16500000	1	16344702	16347213
11c	94702	96425	16250001	16500000	1	16344702	16346425
11c	94745	96567	16250001	16500000	1	16344745	16346567
11c	95141	95190	16250001	16500000	1	16345141	16345190
11c	95188	96567	16250001	16500000	1	16345188	16346567
11c	95710	95804	16250001	16500000	1	16345710	16345804
11c	97140	97213	16250001	16500000	1	16347140	16347213
11c	101262	102289	16250001	16500000	1	16351262	16352289
11c	103198	104740	16250001	16500000	1	16353198	16354740
11c	103497	104213	16250001	16500000	1	16353497	16354213
11c	103697	104213	16250001	16500000	1	16353697	16354213
11c	103751	103785	16250001	16500000	1	16353751	16353785
11c	104822	104836	16250001	16500000	1	16354822	16354836
11c	106201	106456	16250001	16500000	1	16356201	16356456
11c	108001	108060	16250001	16500000	1	16358001	16358060
11c	108413	109843	16250001	16500000	1	16358413	16359843
11c	108413	109028	16250001	16500000	1	16358413	16359028
11c	108413	108502	16250001	16500000	1	16358413	16358502
11c	109216	109340	16250001	16500000	1	16359216	16359340
11c	109216	109217	16250001	16500000	1	16359216	16359217
11c	109821	109910	16250001	16500000	1	16359821	16359910
11c	109821	109843	16250001	16500000	1	16359821	16359843
11c	109828	109910	16250001	16500000	1	16359828	16359910
11c	110282	110283	16250001	16500000	1	16360282	16360283
11c	112879	112893	16250001	16500000	1	16362879	16362893
11c	112882	112893	16250001	16500000	1	16362882	16362893
11c	114484	114497	16250001	16500000	1	16364484	16364497
11c	115958	115973	16250001	16500000	1	16365958	16365973
11c	116574	116577	16250001	16500000	1	16366574	16366577
11c	116574	116810	16250001	16500000	1	16366574	16366810
11c	120356	122344	16250001	16500000	1	16370356	16372344
11c	120356	121923	16250001	16500000	1	16370356	16371923
11c	121386	130508	16250001	16500000	1	16371386	16380508
11c	121386	121764	16250001	16500000	1	16371386	16371764
11c	121386	123293	16250001	16500000	1	16371386	16373293
11c	122344	123059	16250001	16500000	1	16372344	16373059
11c	122934	123059	16250001	16500000	1	16372934	16373059
11c	123277	123293	16250001	16500000	1	16373277	16373293
11c	127937	128304	16250001	16500000	1	16377937	16378304
11c	129501	129523	16250001	16500000	1	16379501	16379523
11c	130545	131047	16250001	16500000	1	16380545	16381047
11c	130654	132471	16250001	16500000	1	16380654	16382471
11c	130654	131047	16250001	16500000	1	16380654	16381047
11c	131492	132471	16250001	16500000	1	16381492	16382471
11c	132911	132956	16250001	16500000	1	16382911	16382956
11c	133150	140669	16250001	16500000	1	16383150	16390669
11c	134777	135036	16250001	16500000	1	16384777	16385036
11c	135226	136114	16250001	16500000	1	16385226	16386114
11c	135226	135234	16250001	16500000	1	16385226	16385234
11c	137876	138054	16250001	16500000	1	16387876	16388054
11c	138053	138054	16250001	16500000	1	16388053	16388054
11c	138212	140178	16250001	16500000	1	16388212	16390178
11c	138212	138262	16250001	16500000	1	16388212	16388262
11c	140167	140178	16250001	16500000	1	16390167	16390178
11c	140669	140671	16250001	16500000	1	16390669	16390671
11c	144887	145810	16250001	16500000	1	16394887	16395810
11c	145080	145810	16250001	16500000	1	16395080	16395810
11c	145080	145083	16250001	16500000	1	16395080	16395083
11c	149440	149602	16250001	16500000	1	16399440	16399602
11c	149567	149602	16250001	16500000	1	16399567	16399602
11c	152239	172282	16250001	16500000	1	16402239	16422282
11c	152239	152902	16250001	16500000	1	16402239	16402902
11c	152621	152625	16250001	16500000	1	16402621	16402625
11c	154618	155605	16250001	16500000	1	16404618	16405605
11c	154685	154739	16250001	16500000	1	16404685	16404739
11c	154686	155605	16250001	16500000	1	16404686	16405605
11c	156363	158664	16250001	16500000	1	16406363	16408664
11c	156363	156422	16250001	16500000	1	16406363	16406422
11c	157246	157905	16250001	16500000	1	16407246	16407905
11c	157552	158664	16250001	16500000	1	16407552	16408664
11c	160688	161730	16250001	16500000	1	16410688	16411730
11c	164009	165850	16250001	16500000	1	16414009	16415850
11c	165706	165850	16250001	16500000	1	16415706	16415850
11c	166347	166414	16250001	16500000	1	16416347	16416414
11c	166898	166929	16250001	16500000	1	16416898	16416929
11c	166928	166929	16250001	16500000	1	16416928	16416929
11c	167370	167472	16250001	16500000	1	16417370	16417472
11c	167370	167529	16250001	16500000	1	16417370	16417529
11c	167472	174644	16250001	16500000	1	16417472	16424644
11c	167472	167529	16250001	16500000	1	16417472	16417529
11c	168202	168665	16250001	16500000	1	16418202	16418665
11c	168202	169295	16250001	16500000	1	16418202	16419295
11c	170086	173977	16250001	16500000	1	16420086	16423977
11c	170141	170178	16250001	16500000	1	16420141	16420178
11c	171707	173312	16250001	16500000	1	16421707	16423312
11c	172162	172327	16250001	16500000	1	16422162	16422327
11c	172576	174368	16250001	16500000	1	16422576	16424368
11c	172576	173559	16250001	16500000	1	16422576	16423559
11c	172576	173028	16250001	16500000	1	16422576	16423028
11c	172576	174484	16250001	16500000	1	16422576	16424484
11c	173559	173617	16250001	16500000	1	16423559	16423617
11c	173708	173977	16250001	16500000	1	16423708	16423977
11c	173840	173924	16250001	16500000	1	16423840	16423924
11c	174480	174644	16250001	16500000	1	16424480	16424644
11c	174532	174644	16250001	16500000	1	16424532	16424644
11c	174989	175553	16250001	16500000	1	16424989	16425553
11c	175553	176256	16250001	16500000	1	16425553	16426256
11c	175553	176373	16250001	16500000	1	16425553	16426373
11c	175571	177160	16250001	16500000	1	16425571	16427160
11c	176319	176373	16250001	16500000	1	16426319	16426373
11c	176534	177160	16250001	16500000	1	16426534	16427160
11c	179985	179986	16250001	16500000	1	16429985	16429986
11c	180027	182088	16250001	16500000	1	16430027	16432088
11c	180027	180297	16250001	16500000	1	16430027	16430297
11c	180027	180267	16250001	16500000	1	16430027	16430267
11c	180154	180253	16250001	16500000	1	16430154	16430253
11c	181296	181845	16250001	16500000	1	16431296	16431845
11c	181332	181397	16250001	16500000	1	16431332	16431397
11c	181344	181671	16250001	16500000	1	16431344	16431671
11c	182088	184058	16250001	16500000	1	16432088	16434058
11c	183219	183601	16250001	16500000	1	16433219	16433601
11c	183536	183863	16250001	16500000	1	16433536	16433863
11c	184120	185189	16250001	16500000	1	16434120	16435189
11c	184706	184996	16250001	16500000	1	16434706	16434996
11c	184706	185189	16250001	16500000	1	16434706	16435189
11c	185189	188594	16250001	16500000	1	16435189	16438594
11c	185913	186515	16250001	16500000	1	16435913	16436515
11c	186194	186443	16250001	16500000	1	16436194	16436443
11c	186194	186515	16250001	16500000	1	16436194	16436515
11c	186832	191599	16250001	16500000	1	16436832	16441599
11c	187941	187960	16250001	16500000	1	16437941	16437960
11c	187958	187960	16250001	16500000	1	16437958	16437960
11c	188835	188935	16250001	16500000	1	16438835	16438935
11c	194563	204303	16250001	16500000	1	16444563	16454303
11c	200497	201959	16250001	16500000	1	16450497	16451959
11c	200772	200786	16250001	16500000	1	16450772	16450786
11c	201195	201324	16250001	16500000	1	16451195	16451324
11c	201435	201841	16250001	16500000	1	16451435	16451841
11c	202854	203316	16250001	16500000	1	16452854	16453316
11c	209872	209923	16250001	16500000	1	16459872	16459923
11c	211548	212408	16250001	16500000	1	16461548	16462408
11c	211626	211737	16250001	16500000	1	16461626	16461737
11c	212105	215414	16250001	16500000	1	16462105	16465414
11c	212960	212973	16250001	16500000	1	16462960	16462973
11c	213648	213669	16250001	16500000	1	16463648	16463669
11c	214472	214627	16250001	16500000	1	16464472	16464627
11c	220141	220385	16250001	16500000	1	16470141	16470385
11c	220141	220677	16250001	16500000	1	16470141	16470677
11c	221311	235208	16250001	16500000	1	16471311	16485208
11c	222071	237937	16250001	16500000	1	16472071	16487937
11c	222071	225160	16250001	16500000	1	16472071	16475160
11c	223503	227112	16250001	16500000	1	16473503	16477112
11c	224180	224198	16250001	16500000	1	16474180	16474198
11c	224702	224723	16250001	16500000	1	16474702	16474723
11c	226153	226497	16250001	16500000	1	16476153	16476497
11c	226153	226349	16250001	16500000	1	16476153	16476349
11c	226153	226158	16250001	16500000	1	16476153	16476158
11c	226397	227088	16250001	16500000	1	16476397	16477088
11c	230561	230582	16250001	16500000	1	16480561	16480582
11c	230561	230602	16250001	16500000	1	16480561	16480602
11c	231398	235208	16250001	16500000	1	16481398	16485208
11c	232403	232688	16250001	16500000	1	16482403	16482688
11c	232415	232448	16250001	16500000	1	16482415	16482448
11c	235208	235713	16250001	16500000	1	16485208	16485713
11c	236973	241212	16250001	16500000	1	16486973	16491212
11c	237300	237758	16250001	16500000	1	16487300	16487758
11c	237900	237937	16250001	16500000	1	16487900	16487937
11c	237937	241798	16250001	16500000	1	16487937	16491798
11c	237970	238110	16250001	16500000	1	16487970	16488110
11c	238061	238110	16250001	16500000	1	16488061	16488110
11c	238158	238242	16250001	16500000	1	16488158	16488242
11c	238420	238428	16250001	16500000	1	16488420	16488428
11c	240794	241212	16250001	16500000	1	16490794	16491212
11d	725	726	16500001	16750000	1	16500725	16500726
11d	925	6835	16500001	16750000	1	16500925	16506835
11d	953	1929	16500001	16750000	1	16500953	16501929
11d	4917	5238	16500001	16750000	1	16504917	16505238
11d	4917	6641	16500001	16750000	1	16504917	16506641
11d	5233	5238	16500001	16750000	1	16505233	16505238
11d	5238	13822	16500001	16750000	1	16505238	16513822
11d	6240	6255	16500001	16750000	1	16506240	16506255
11d	6240	6837	16500001	16750000	1	16506240	16506837
11d	8185	11424	16500001	16750000	1	16508185	16511424
11d	11265	11338	16500001	16750000	1	16511265	16511338
11d	11424	12400	16500001	16750000	1	16511424	16512400
11d	13528	13538	16500001	16750000	1	16513528	16513538
11d	13815	13822	16500001	16750000	1	16513815	16513822
11d	14218	14223	16500001	16750000	1	16514218	16514223
11d	14472	14483	16500001	16750000	1	16514472	16514483
11d	14791	14792	16500001	16750000	1	16514791	16514792
11d	15060	15071	16500001	16750000	1	16515060	16515071
11d	19737	74769	16500001	16750000	1	16519737	16574769
11d	19996	27128	16500001	16750000	1	16519996	16527128
11d	21791	22230	16500001	16750000	1	16521791	16522230
11d	30242	30335	16500001	16750000	1	16530242	16530335
11d	31519	35982	16500001	16750000	1	16531519	16535982
11d	31619	31677	16500001	16750000	1	16531619	16531677
11d	33596	33600	16500001	16750000	1	16533596	16533600
11d	35171	35254	16500001	16750000	1	16535171	16535254
11d	35902	36087	16500001	16750000	1	16535902	16536087
11d	39427	39510	16500001	16750000	1	16539427	16539510
11d	39469	39510	16500001	16750000	1	16539469	16539510
11d	45389	46575	16500001	16750000	1	16545389	16546575
11d	48344	48345	16500001	16750000	1	16548344	16548345
11d	48344	48355	16500001	16750000	1	16548344	16548355
11d	48796	48802	16500001	16750000	1	16548796	16548802
11d	48914	48935	16500001	16750000	1	16548914	16548935
11d	49063	49070	16500001	16750000	1	16549063	16549070
11d	51569	51822	16500001	16750000	1	16551569	16551822
11d	51715	51900	16500001	16750000	1	16551715	16551900
11d	53250	53257	16500001	16750000	1	16553250	16553257
11d	53757	54135	16500001	16750000	1	16553757	16554135
11d	55465	55493	16500001	16750000	1	16555465	16555493
11d	55465	55500	16500001	16750000	1	16555465	16555500
11d	56831	65944	16500001	16750000	1	16556831	16565944
11d	57185	57225	16500001	16750000	1	16557185	16557225
11d	57217	57225	16500001	16750000	1	16557217	16557225
11d	57534	57670	16500001	16750000	1	16557534	16557670
11d	57534	57599	16500001	16750000	1	16557534	16557599
11d	57534	58503	16500001	16750000	1	16557534	16558503
11d	57670	58503	16500001	16750000	1	16557670	16558503
11d	58276	58503	16500001	16750000	1	16558276	16558503
11d	60587	60621	16500001	16750000	1	16560587	16560621
11d	61657	61822	16500001	16750000	1	16561657	16561822
11d	62928	62943	16500001	16750000	1	16562928	16562943
11d	63973	64011	16500001	16750000	1	16563973	16564011
11d	65380	65394	16500001	16750000	1	16565380	16565394
11d	65542	65880	16500001	16750000	1	16565542	16565880
11d	65944	66010	16500001	16750000	1	16565944	16566010
11d	66284	66426	16500001	16750000	1	16566284	16566426
11d	68143	68210	16500001	16750000	1	16568143	16568210
11d	69126	69141	16500001	16750000	1	16569126	16569141
11d	69137	69139	16500001	16750000	1	16569137	16569139
11d	69773	69776	16500001	16750000	1	16569773	16569776
11d	71627	71630	16500001	16750000	1	16571627	16571630
11d	74537	74737	16500001	16750000	1	16574537	16574737
11d	74625	77428	16500001	16750000	1	16574625	16577428
11d	76672	136109	16500001	16750000	1	16576672	16636109
11d	77013	78398	16500001	16750000	1	16577013	16578398
11d	77146	77428	16500001	16750000	1	16577146	16577428
11d	77876	78299	16500001	16750000	1	16577876	16578299
11d	77914	79700	16500001	16750000	1	16577914	16579700
11d	78613	79424	16500001	16750000	1	16578613	16579424
11d	79671	79700	16500001	16750000	1	16579671	16579700
11d	80305	81140	16500001	16750000	1	16580305	16581140
11d	81120	81140	16500001	16750000	1	16581120	16581140
11d	83954	84212	16500001	16750000	1	16583954	16584212
11d	86567	86578	16500001	16750000	1	16586567	16586578
11d	86665	86695	16500001	16750000	1	16586665	16586695
11d	87858	87880	16500001	16750000	1	16587858	16587880
11d	92366	92515	16500001	16750000	1	16592366	16592515
11d	92509	92515	16500001	16750000	1	16592509	16592515
11d	93852	93853	16500001	16750000	1	16593852	16593853
11d	96966	96970	16500001	16750000	1	16596966	16596970
11d	97698	98847	16500001	16750000	1	16597698	16598847
11d	98655	98847	16500001	16750000	1	16598655	16598847
11d	100952	100966	16500001	16750000	1	16600952	16600966
11d	101405	101410	16500001	16750000	1	16601405	16601410
11d	108307	108422	16500001	16750000	1	16608307	16608422
11d	108326	108422	16500001	16750000	1	16608326	16608422
11d	108592	108593	16500001	16750000	1	16608592	16608593
11d	109768	109892	16500001	16750000	1	16609768	16609892
11d	111313	123234	16500001	16750000	1	16611313	16623234
11d	112296	115396	16500001	16750000	1	16612296	16615396
11d	112759	112820	16500001	16750000	1	16612759	16612820
11d	112759	112761	16500001	16750000	1	16612759	16612761
11d	122129	122149	16500001	16750000	1	16622129	16622149
11d	124904	124942	16500001	16750000	1	16624904	16624942
11d	125812	125829	16500001	16750000	1	16625812	16625829
11d	127914	147083	16500001	16750000	1	16627914	16647083
11d	128306	128886	16500001	16750000	1	16628306	16628886
11d	128306	130663	16500001	16750000	1	16628306	16630663
11d	129748	129772	16500001	16750000	1	16629748	16629772
11d	129761	129835	16500001	16750000	1	16629761	16629835
11d	129833	129835	16500001	16750000	1	16629833	16629835
11d	130663	130709	16500001	16750000	1	16630663	16630709
11d	131966	132115	16500001	16750000	1	16631966	16632115
11d	135501	135505	16500001	16750000	1	16635501	16635505
11d	136507	136512	16500001	16750000	1	16636507	16636512
11d	139707	139886	16500001	16750000	1	16639707	16639886
11d	139707	140232	16500001	16750000	1	16639707	16640232
11d	139753	139886	16500001	16750000	1	16639753	16639886
11d	140277	209114	16500001	16750000	1	16640277	16709114
11d	142578	149153	16500001	16750000	1	16642578	16649153
11d	142578	142585	16500001	16750000	1	16642578	16642585
11d	144518	144522	16500001	16750000	1	16644518	16644522
