SubRegion	GC_Beg	GC_End	AR_Beg	AR_End	AR_Ori	ABeg	AEnd
12a	363462	364074	17151448	17545814	1	17514909	17515521
12a	363462	364163	17151448	17545814	1	17514909	17515610
12a	363654	363904	17151448	17545814	1	17515101	17515351
12a	365643	379773	17151448	17545814	1	17517090	17531220
12a	365643	375143	17151448	17545814	1	17517090	17526590
12a	369448	375010	17151448	17545814	1	17520895	17526457
12a	373262	374613	17151448	17545814	1	17524709	17526060
12a	373478	374613	17151448	17545814	1	17524925	17526060
12a	373478	374872	17151448	17545814	1	17524925	17526319
12a	374625	376311	17151448	17545814	1	17526072	17527758
12a	374625	375072	17151448	17545814	1	17526072	17526519
12a	374625	378352	17151448	17545814	1	17526072	17529799
12a	375075	375098	17151448	17545814	1	17526522	17526545
12a	375098	376311	17151448	17545814	1	17526545	17527758
12a	375098	376561	17151448	17545814	1	17526545	17528008
12a	376530	376561	17151448	17545814	1	17527977	17528008
12a	378699	379451	17151448	17545814	1	17530146	17530898
12a	379433	383826	17151448	17545814	1	17530880	17535273
12a	379758	379773	17151448	17545814	1	17531205	17531220
12a	379758	379773	17151448	17545814	1	17531205	17531220
12a	379758	380241	17151448	17545814	1	17531205	17531688
12a	379758	380241	17151448	17545814	1	17531205	17531688
12a	379758	383357	17151448	17545814	1	17531205	17534804
12a	379758	381097	17151448	17545814	1	17531205	17532544
12a	379758	379992	17151448	17545814	1	17531205	17531439
12a	379758	379992	17151448	17545814	1	17531205	17531439
12a	381430	382039	17151448	17545814	1	17532877	17533486
12a	383348	383357	17151448	17545814	1	17534795	17534804
12a	383348	383357	17151448	17545814	1	17534795	17534804
12a	383807	383823	17151448	17545814	1	17535254	17535270
12a	383837	383885	17151448	17545814	1	17535284	17535332
12a	383837	383885	17151448	17545814	1	17535284	17535332
12a	383837	388794	17151448	17545814	1	17535284	17540241
12a	383837	392816	17151448	17545814	1	17535284	17544263
12a	384286	384290	17151448	17545814	1	17535733	17535737
12a	384744	385706	17151448	17545814	1	17536191	17537153
12a	384820	385132	17151448	17545814	1	17536267	17536579
12a	384879	385706	17151448	17545814	1	17536326	17537153
12a	385132	385563	17151448	17545814	1	17536579	17537010
12a	385232	389192	17151448	17545814	1	17536679	17540639
12a	385699	385706	17151448	17545814	1	17537146	17537153
12a	385699	393007	17151448	17545814	1	17537146	17544454
12a	387136	389192	17151448	17545814	1	17538583	17540639
12a	387469	393007	17151448	17545814	1	17538916	17544454
12a	387469	387526	17151448	17545814	1	17538916	17538973
12a	387469	387526	17151448	17545814	1	17538916	17538973
12a	388957	389084	17151448	17545814	1	17540404	17540531
12a	389084	389131	17151448	17545814	1	17540531	17540578
12a	392116	392127	17151448	17545814	1	17543563	17543574
12a	392116	392127	17151448	17545814	1	17543563	17543574
12a	393554	394099	17151448	17545814	1	17545001	17545546
13a	1596	1652	17545815	17728080	1	17547410	17547466
13a	3632	3690	17545815	17728080	1	17549446	17549504
13a	4301	4350	17545815	17728080	1	17550115	17550164
13a	4301	4331	17545815	17728080	1	17550115	17550145
13a	9948	9952	17545815	17728080	1	17555762	17555766
13a	9948	9952	17545815	17728080	1	17555762	17555766
13a	13480	15757	17545815	17728080	1	17559294	17561571
13a	13623	13703	17545815	17728080	1	17559437	17559517
13a	14498	14824	17545815	17728080	1	17560312	17560638
13a	15831	15867	17545815	17728080	1	17561645	17561681
13a	16882	16886	17545815	17728080	1	17562696	17562700
13a	18125	18350	17545815	17728080	1	17563939	17564164
13a	18125	18164	17545815	17728080	1	17563939	17563978
13a	18488	18557	17545815	17728080	1	17564302	17564371
13a	18488	18557	17545815	17728080	1	17564302	17564371
13a	19635	19813	17545815	17728080	1	17565449	17565627
13a	19637	19813	17545815	17728080	1	17565451	17565627
13a	20567	20619	17545815	17728080	1	17566381	17566433
13a	21338	30449	17545815	17728080	1	17567152	17576263
13a	24190	24301	17545815	17728080	1	17570004	17570115
13a	24190	24211	17545815	17728080	1	17570004	17570025
13a	26458	28490	17545815	17728080	1	17572272	17574304
13a	26458	26593	17545815	17728080	1	17572272	17572407
13a	26857	29286	17545815	17728080	1	17572671	17575100
13a	27975	27977	17545815	17728080	1	17573789	17573791
13a	28397	34937	17545815	17728080	1	17574211	17580751
13a	28406	28490	17545815	17728080	1	17574220	17574304
13a	29592	31376	17545815	17728080	1	17575406	17577190
13a	30448	30449	17545815	17728080	1	17576262	17576263
13a	30448	30449	17545815	17728080	1	17576262	17576263
13a	30448	31376	17545815	17728080	1	17576262	17577190
13a	30924	35889	17545815	17728080	1	17576738	17581703
13a	32430	33130	17545815	17728080	1	17578244	17578944
13a	32430	33130	17545815	17728080	1	17578244	17578944
13a	33184	33195	17545815	17728080	1	17578998	17579009
13a	33984	34075	17545815	17728080	1	17579798	17579889
13a	33984	34075	17545815	17728080	1	17579798	17579889
13a	33984	37550	17545815	17728080	1	17579798	17583364
13a	35822	36369	17545815	17728080	1	17581636	17582183
13a	37098	37550	17545815	17728080	1	17582912	17583364
13a	48190	48392	17545815	17728080	1	17594004	17594206
13a	49634	49910	17545815	17728080	1	17595448	17595724
13a	50570	51910	17545815	17728080	1	17596384	17597724
13a	51266	51429	17545815	17728080	1	17597080	17597243
13a	51892	51943	17545815	17728080	1	17597706	17597757
13a	54428	54443	17545815	17728080	1	17600242	17600257
13a	55058	55059	17545815	17728080	1	17600872	17600873
13a	55117	55319	17545815	17728080	1	17600931	17601133
13a	55773	55775	17545815	17728080	1	17601587	17601589
13a	55773	55839	17545815	17728080	1	17601587	17601653
13a	55775	55839	17545815	17728080	1	17601589	17601653
13a	56571	56577	17545815	17728080	1	17602385	17602391
13a	56571	56577	17545815	17728080	1	17602385	17602391
13a	57095	61699	17545815	17728080	1	17602909	17607513
13a	59086	71260	17545815	17728080	1	17604900	17617074
13a	64494	64558	17545815	17728080	1	17610308	17610372
13a	64779	69457	17545815	17728080	1	17610593	17615271
13a	65657	69105	17545815	17728080	1	17611471	17614919
13a	67361	67708	17545815	17728080	1	17613175	17613522
13a	67361	67708	17545815	17728080	1	17613175	17613522
13a	67361	67864	17545815	17728080	1	17613175	17613678
13a	67361	67864	17545815	17728080	1	17613175	17613678
13a	67708	67864	17545815	17728080	1	17613522	17613678
13a	67708	67864	17545815	17728080	1	17613522	17613678
13a	67855	67864	17545815	17728080	1	17613669	17613678
13a	67855	67864	17545815	17728080	1	17613669	17613678
13a	69385	69535	17545815	17728080	1	17615199	17615349
13a	69385	69408	17545815	17728080	1	17615199	17615222
13a	69407	69408	17545815	17728080	1	17615221	17615222
13a	69407	70146	17545815	17728080	1	17615221	17615960
13a	70395	70401	17545815	17728080	1	17616209	17616215
13a	70395	70401	17545815	17728080	1	17616209	17616215
13a	71772	72148	17545815	17728080	1	17617586	17617962
13a	72115	72130	17545815	17728080	1	17617929	17617944
13a	72333	73928	17545815	17728080	1	17618147	17619742
13a	72653	77694	17545815	17728080	1	17618467	17623508
13a	72653	72694	17545815	17728080	1	17618467	17618508
13a	73675	73756	17545815	17728080	1	17619489	17619570
13a	73756	74246	17545815	17728080	1	17619570	17620060
13a	73756	74699	17545815	17728080	1	17619570	17620513
13a	73975	74698	17545815	17728080	1	17619789	17620512
13a	73975	74653	17545815	17728080	1	17619789	17620467
13a	74370	79264	17545815	17728080	1	17620184	17625078
13a	74824	74893	17545815	17728080	1	17620638	17620707
13a	75520	75589	17545815	17728080	1	17621334	17621403
13a	75532	75646	17545815	17728080	1	17621346	17621460
13a	76065	77409	17545815	17728080	1	17621879	17623223
13a	77409	79762	17545815	17728080	1	17623223	17625576
13a	77689	77747	17545815	17728080	1	17623503	17623561
13a	77689	77742	17545815	17728080	1	17623503	17623556
13a	77742	77747	17545815	17728080	1	17623556	17623561
13a	78110	78136	17545815	17728080	1	17623924	17623950
13a	79066	80280	17545815	17728080	1	17624880	17626094
13a	79066	79538	17545815	17728080	1	17624880	17625352
13a	79066	79230	17545815	17728080	1	17624880	17625044
13a	79066	80998	17545815	17728080	1	17624880	17626812
13a	79066	79541	17545815	17728080	1	17624880	17625355
13a	79387	83746	17545815	17728080	1	17625201	17629560
13a	79513	79538	17545815	17728080	1	17625327	17625352
13a	79513	80280	17545815	17728080	1	17625327	17626094
13a	79678	79845	17545815	17728080	1	17625492	17625659
13a	79737	80022	17545815	17728080	1	17625551	17625836
13a	80146	80227	17545815	17728080	1	17625960	17626041
13a	80206	80227	17545815	17728080	1	17626020	17626041
13a	80206	80280	17545815	17728080	1	17626020	17626094
13a	80208	80237	17545815	17728080	1	17626022	17626051
13a	80208	80788	17545815	17728080	1	17626022	17626602
13a	80280	80474	17545815	17728080	1	17626094	17626288
13a	80775	80788	17545815	17728080	1	17626589	17626602
13a	80830	80835	17545815	17728080	1	17626644	17626649
13a	82045	84318	17545815	17728080	1	17627859	17630132
13a	83086	83254	17545815	17728080	1	17628900	17629068
13a	85473	86948	17545815	17728080	1	17631287	17632762
13a	86348	90334	17545815	17728080	1	17632162	17636148
13a	86348	90156	17545815	17728080	1	17632162	17635970
13a	86997	87054	17545815	17728080	1	17632811	17632868
13a	87456	88530	17545815	17728080	1	17633270	17634344
13a	87885	87890	17545815	17728080	1	17633699	17633704
13a	88989	90156	17545815	17728080	1	17634803	17635970
13a	89582	89610	17545815	17728080	1	17635396	17635424
13a	89894	89908	17545815	17728080	1	17635708	17635722
13a	91808	92454	17545815	17728080	1	17637622	17638268
13a	92453	92454	17545815	17728080	1	17638267	17638268
13a	92453	92454	17545815	17728080	1	17638267	17638268
13a	92453	92747	17545815	17728080	1	17638267	17638561
13a	94322	95389	17545815	17728080	1	17640136	17641203
13a	94863	94864	17545815	17728080	1	17640677	17640678
13a	95389	95628	17545815	17728080	1	17641203	17641442
13a	95389	106482	17545815	17728080	1	17641203	17652296
13a	95503	95504	17545815	17728080	1	17641317	17641318
13a	96952	97009	17545815	17728080	1	17642766	17642823
13a	97007	97009	17545815	17728080	1	17642821	17642823
13a	97007	97009	17545815	17728080	1	17642821	17642823
13a	97183	97246	17545815	17728080	1	17642997	17643060
13a	98144	98351	17545815	17728080	1	17643958	17644165
13a	98144	98351	17545815	17728080	1	17643958	17644165
13a	98986	99093	17545815	17728080	1	17644800	17644907
13a	100930	101996	17545815	17728080	1	17646744	17647810
13a	100930	103026	17545815	17728080	1	17646744	17648840
13a	101996	107944	17545815	17728080	1	17647810	17653758
13a	102651	102750	17545815	17728080	1	17648465	17648564
13a	102651	103026	17545815	17728080	1	17648465	17648840
13a	103794	103800	17545815	17728080	1	17649608	17649614
13a	104591	104598	17545815	17728080	1	17650405	17650412
13a	105361	106482	17545815	17728080	1	17651175	17652296
13a	106847	106874	17545815	17728080	1	17652661	17652688
13a	106848	106853	17545815	17728080	1	17652662	17652667
13a	107821	107944	17545815	17728080	1	17653635	17653758
13a	109676	109696	17545815	17728080	1	17655490	17655510
13a	109676	110184	17545815	17728080	1	17655490	17655998
13a	110021	111224	17545815	17728080	1	17655835	17657038
13a	110170	110184	17545815	17728080	1	17655984	17655998
13a	110171	110181	17545815	17728080	1	17655985	17655995
13a	110385	111492	17545815	17728080	1	17656199	17657306
13a	110676	111224	17545815	17728080	1	17656490	17657038
13a	110676	111316	17545815	17728080	1	17656490	17657130
13a	111224	111492	17545815	17728080	1	17657038	17657306
13a	112756	112864	17545815	17728080	1	17658570	17658678
13a	112756	112864	17545815	17728080	1	17658570	17658678
13a	113059	113371	17545815	17728080	1	17658873	17659185
13a	113210	113371	17545815	17728080	1	17659024	17659185
13a	114445	120017	17545815	17728080	1	17660259	17665831
13a	116278	116548	17545815	17728080	1	17662092	17662362
13a	116278	116388	17545815	17728080	1	17662092	17662202
13a	116480	116548	17545815	17728080	1	17662294	17662362
13a	122342	122345	17545815	17728080	1	17668156	17668159
13a	123425	124418	17545815	17728080	1	17669239	17670232
13a	124944	124970	17545815	17728080	1	17670758	17670784
13a	125268	132309	17545815	17728080	1	17671082	17678123
13a	125448	125504	17545815	17728080	1	17671262	17671318
13a	125448	125504	17545815	17728080	1	17671262	17671318
13a	126033	126961	17545815	17728080	1	17671847	17672775
13a	126033	126814	17545815	17728080	1	17671847	17672628
13a	126141	126814	17545815	17728080	1	17671955	17672628
13a	126388	126814	17545815	17728080	1	17672202	17672628
13a	126814	130736	17545815	17728080	1	17672628	17676550
13a	127246	127551	17545815	17728080	1	17673060	17673365
13a	127551	127699	17545815	17728080	1	17673365	17673513
13a	127675	127699	17545815	17728080	1	17673489	17673513
13a	127683	127699	17545815	17728080	1	17673497	17673513
13a	127808	127817	17545815	17728080	1	17673622	17673631
13a	127808	127845	17545815	17728080	1	17673622	17673659
13a	127808	136571	17545815	17728080	1	17673622	17682385
13a	127808	127978	17545815	17728080	1	17673622	17673792
13a	128422	128672	17545815	17728080	1	17674236	17674486
13a	130272	130363	17545815	17728080	1	17676086	17676177
13a	130383	132309	17545815	17728080	1	17676197	17678123
13a	130699	130736	17545815	17728080	1	17676513	17676550
13a	130699	130736	17545815	17728080	1	17676513	17676550
13a	130699	130721	17545815	17728080	1	17676513	17676535
13a	130699	130721	17545815	17728080	1	17676513	17676535
13a	131148	131178	17545815	17728080	1	17676962	17676992
13a	134088	139486	17545815	17728080	1	17679902	17685300
13a	134088	145242	17545815	17728080	1	17679902	17691056
13a	134456	134472	17545815	17728080	1	17680270	17680286
13a	134456	134472	17545815	17728080	1	17680270	17680286
13a	140249	140250	17545815	17728080	1	17686063	17686064
13a	140796	141530	17545815	17728080	1	17686610	17687344
13a	140853	141010	17545815	17728080	1	17686667	17686824
13a	140924	147110	17545815	17728080	1	17686738	17692924
13a	142248	142689	17545815	17728080	1	17688062	17688503
13a	142248	142593	17545815	17728080	1	17688062	17688407
13a	143227	144181	17545815	17728080	1	17689041	17689995
13a	143227	143585	17545815	17728080	1	17689041	17689399
13a	143588	144181	17545815	17728080	1	17689402	17689995
13a	144142	144181	17545815	17728080	1	17689956	17689995
13a	145266	145751	17545815	17728080	1	17691080	17691565
13a	152172	152174	17545815	17728080	1	17697986	17697988
13a	153048	153066	17545815	17728080	1	17698862	17698880
13a	154211	155290	17545815	17728080	1	17700025	17701104
13a	154211	154538	17545815	17728080	1	17700025	17700352
13a	154211	155070	17545815	17728080	1	17700025	17700884
13a	156384	156483	17545815	17728080	1	17702198	17702297
13a	156384	156483	17545815	17728080	1	17702198	17702297
13a	157619	160157	17545815	17728080	1	17703433	17705971
13a	159579	160122	17545815	17728080	1	17705393	17705936
13a	160077	161558	17545815	17728080	1	17705891	17707372
13a	162642	178793	17545815	17728080	1	17708456	17724607
13a	163133	173636	17545815	17728080	1	17708947	17719450
13a	164066	174357	17545815	17728080	1	17709880	17720171
13a	164542	164635	17545815	17728080	1	17710356	17710449
13a	164657	164659	17545815	17728080	1	17710471	17710473
13a	165104	165911	17545815	17728080	1	17710918	17711725
13a	165616	165911	17545815	17728080	1	17711430	17711725
13a	172120	174357	17545815	17728080	1	17717934	17720171
13a	179381	180524	17545815	17728080	1	17725195	17726338
13a	181156	181243	17545815	17728080	1	17726970	17727057
13a	181369	181988	17545815	17728080	1	17727183	17727802
13a	181833	181877	17545815	17728080	1	17727647	17727691
13a	181833	181877	17545815	17728080	1	17727647	17727691
13a	181833	182220	17545815	17728080	1	17727647	17728034
13a	181833	181964	17545815	17728080	1	17727647	17727778
14a	345	1838	17728081	18000000	1	17728425	17729918
14a	811	1257	17728081	18000000	1	17728891	17729337
14a	1194	1228	17728081	18000000	1	17729274	17729308
14a	1194	1980	17728081	18000000	1	17729274	17730060
14a	1231	1980	17728081	18000000	1	17729311	17730060
14a	1452	1980	17728081	18000000	1	17729532	17730060
14a	1624	1980	17728081	18000000	1	17729704	17730060
14a	1624	5900	17728081	18000000	1	17729704	17733980
14a	1641	2611	17728081	18000000	1	17729721	17730691
14a	2002	6468	17728081	18000000	1	17730082	17734548
14a	2862	2916	17728081	18000000	1	17730942	17730996
14a	3949	4299	17728081	18000000	1	17732029	17732379
14a	5880	5900	17728081	18000000	1	17733960	17733980
14a	6252	6468	17728081	18000000	1	17734332	17734548
14a	6983	14989	17728081	18000000	1	17735063	17743069
14a	9357	10885	17728081	18000000	1	17737437	17738965
14a	10279	10280	17728081	18000000	1	17738359	17738360
14a	10279	10280	17728081	18000000	1	17738359	17738360
14a	11128	13537	17728081	18000000	1	17739208	17741617
14a	11322	11348	17728081	18000000	1	17739402	17739428
14a	11322	11348	17728081	18000000	1	17739402	17739428
14a	12144	12174	17728081	18000000	1	17740224	17740254
14a	12593	12594	17728081	18000000	1	17740673	17740674
14a	13479	14606	17728081	18000000	1	17741559	17742686
14a	14582	14742	17728081	18000000	1	17742662	17742822
14a	14746	14962	17728081	18000000	1	17742826	17743042
14a	14746	14962	17728081	18000000	1	17742826	17743042
14a	15758	15848	17728081	18000000	1	17743838	17743928
14a	15818	15848	17728081	18000000	1	17743898	17743928
14a	17282	17285	17728081	18000000	1	17745362	17745365
14a	17282	17350	17728081	18000000	1	17745362	17745430
14a	17926	18025	17728081	18000000	1	17746006	17746105
14a	18442	18457	17728081	18000000	1	17746522	17746537
14a	19160	19200	17728081	18000000	1	17747240	17747280
14a	20060	20364	17728081	18000000	1	17748140	17748444
14a	20721	20737	17728081	18000000	1	17748801	17748817
14a	22847	22853	17728081	18000000	1	17750927	17750933
14a	23887	23937	17728081	18000000	1	17751967	17752017
14a	23887	24914	17728081	18000000	1	17751967	17752994
14a	23974	23975	17728081	18000000	1	17752054	17752055
14a	24150	24169	17728081	18000000	1	17752230	17752249
14a	24918	26161	17728081	18000000	1	17752998	17754241
14a	25669	25678	17728081	18000000	1	17753749	17753758
14a	25669	25702	17728081	18000000	1	17753749	17753782
14a	25669	25688	17728081	18000000	1	17753749	17753768
14a	26750	26755	17728081	18000000	1	17754830	17754835
14a	26951	27220	17728081	18000000	1	17755031	17755300
14a	28018	29316	17728081	18000000	1	17756098	17757396
14a	28061	28549	17728081	18000000	1	17756141	17756629
14a	28061	28850	17728081	18000000	1	17756141	17756930
14a	28099	30020	17728081	18000000	1	17756179	17758100
14a	28514	28850	17728081	18000000	1	17756594	17756930
14a	28651	29316	17728081	18000000	1	17756731	17757396
14a	29252	29265	17728081	18000000	1	17757332	17757345
14a	29723	30533	17728081	18000000	1	17757803	17758613
14a	29723	30704	17728081	18000000	1	17757803	17758784
14a	30289	30702	17728081	18000000	1	17758369	17758782
14a	30856	38226	17728081	18000000	1	17758936	17766306
14a	31235	31556	17728081	18000000	1	17759315	17759636
14a	31552	31556	17728081	18000000	1	17759632	17759636
14a	33001	33010	17728081	18000000	1	17761081	17761090
14a	34926	35934	17728081	18000000	1	17763006	17764014
14a	35303	35491	17728081	18000000	1	17763383	17763571
14a	35567	35574	17728081	18000000	1	17763647	17763654
14a	36614	37056	17728081	18000000	1	17764694	17765136
14a	36812	37056	17728081	18000000	1	17764892	17765136
14a	36812	37071	17728081	18000000	1	17764892	17765151
14a	37098	37335	17728081	18000000	1	17765178	17765415
14a	37472	37640	17728081	18000000	1	17765552	17765720
14a	37503	37640	17728081	18000000	1	17765583	17765720
14a	37575	37579	17728081	18000000	1	17765655	17765659
14a	37715	37725	17728081	18000000	1	17765795	17765805
14a	37883	40365	17728081	18000000	1	17765963	17768445
14a	38894	39358	17728081	18000000	1	17766974	17767438
14a	39855	40141	17728081	18000000	1	17767935	17768221
14a	40365	40570	17728081	18000000	1	17768445	17768650
14a	42391	43406	17728081	18000000	1	17770471	17771486
14a	42922	42929	17728081	18000000	1	17771002	17771009
14a	42983	42994	17728081	18000000	1	17771063	17771074
14a	44898	44901	17728081	18000000	1	17772978	17772981
14a	44898	44901	17728081	18000000	1	17772978	17772981
14a	46517	47317	17728081	18000000	1	17774597	17775397
14a	46556	46826	17728081	18000000	1	17774636	17774906
14a	46556	46964	17728081	18000000	1	17774636	17775044
14a	46640	47368	17728081	18000000	1	17774720	17775448
14a	47368	49105	17728081	18000000	1	17775448	17777185
14a	49069	49293	17728081	18000000	1	17777149	17777373
14a	49738	49748	17728081	18000000	1	17777818	17777828
14a	49738	49748	17728081	18000000	1	17777818	17777828
14a	52199	52325	17728081	18000000	1	17780279	17780405
14a	52325	52340	17728081	18000000	1	17780405	17780420
14a	55423	63957	17728081	18000000	1	17783503	17792037
14a	58279	61491	17728081	18000000	1	17786359	17789571
14a	58514	58987	17728081	18000000	1	17786594	17787067
14a	58514	58736	17728081	18000000	1	17786594	17786816
14a	58514	74188	17728081	18000000	1	17786594	17802268
14a	58592	58596	17728081	18000000	1	17786672	17786676
14a	58653	58798	17728081	18000000	1	17786733	17786878
14a	58654	58697	17728081	18000000	1	17786734	17786777
14a	58654	58691	17728081	18000000	1	17786734	17786771
14a	58828	58955	17728081	18000000	1	17786908	17787035
14a	59183	59244	17728081	18000000	1	17787263	17787324
14a	59517	59576	17728081	18000000	1	17787597	17787656
14a	59556	59572	17728081	18000000	1	17787636	17787652
14a	59742	59745	17728081	18000000	1	17787822	17787825
14a	59742	59867	17728081	18000000	1	17787822	17787947
14a	59805	59842	17728081	18000000	1	17787885	17787922
14a	60501	60537	17728081	18000000	1	17788581	17788617
14a	61403	61418	17728081	18000000	1	17789483	17789498
14a	61778	61829	17728081	18000000	1	17789858	17789909
14a	64241	64282	17728081	18000000	1	17792321	17792362
14a	64831	99198	17728081	18000000	1	17792911	17827278
14a	66040	66049	17728081	18000000	1	17794120	17794129
14a	66878	67338	17728081	18000000	1	17794958	17795418
14a	66878	67318	17728081	18000000	1	17794958	17795398
14a	67155	69400	17728081	18000000	1	17795235	17797480
14a	68093	68724	17728081	18000000	1	17796173	17796804
14a	68093	68140	17728081	18000000	1	17796173	17796220
14a	68110	68134	17728081	18000000	1	17796190	17796214
14a	68916	68965	17728081	18000000	1	17796996	17797045
14a	68916	68965	17728081	18000000	1	17796996	17797045
14a	69311	70182	17728081	18000000	1	17797391	17798262
14a	69311	69843	17728081	18000000	1	17797391	17797923
14a	69843	69864	17728081	18000000	1	17797923	17797944
14a	69896	70182	17728081	18000000	1	17797976	17798262
14a	70109	70391	17728081	18000000	1	17798189	17798471
14a	70109	70270	17728081	18000000	1	17798189	17798350
14a	70109	70182	17728081	18000000	1	17798189	17798262
14a	70210	70224	17728081	18000000	1	17798290	17798304
14a	70351	70391	17728081	18000000	1	17798431	17798471
14a	71499	71745	17728081	18000000	1	17799579	17799825
14a	75142	80873	17728081	18000000	1	17803222	17808953
14a	77127	77128	17728081	18000000	1	17805207	17805208
14a	77127	77246	17728081	18000000	1	17805207	17805326
14a	77246	77718	17728081	18000000	1	17805326	17805798
14a	77949	82452	17728081	18000000	1	17806029	17810532
14a	81457	82452	17728081	18000000	1	17809537	17810532
14a	81724	82452	17728081	18000000	1	17809804	17810532
14a	82140	90907	17728081	18000000	1	17810220	17818987
14a	83400	83609	17728081	18000000	1	17811480	17811689
14a	83400	86506	17728081	18000000	1	17811480	17814586
14a	83603	84000	17728081	18000000	1	17811683	17812080
14a	83842	84771	17728081	18000000	1	17811922	17812851
14a	84321	84337	17728081	18000000	1	17812401	17812417
14a	84321	88146	17728081	18000000	1	17812401	17816226
14a	84636	84637	17728081	18000000	1	17812716	17812717
14a	84636	84981	17728081	18000000	1	17812716	17813061
14a	84636	85692	17728081	18000000	1	17812716	17813772
14a	84636	84637	17728081	18000000	1	17812716	17812717
14a	84741	84771	17728081	18000000	1	17812821	17812851
14a	84981	88099	17728081	18000000	1	17813061	17816179
14a	85407	85692	17728081	18000000	1	17813487	17813772
14a	87485	88146	17728081	18000000	1	17815565	17816226
14a	89843	92895	17728081	18000000	1	17817923	17820975
14a	89864	90024	17728081	18000000	1	17817944	17818104
14a	89864	90024	17728081	18000000	1	17817944	17818104
14a	90141	90907	17728081	18000000	1	17818221	17818987
14a	91505	92657	17728081	18000000	1	17819585	17820737
14a	91527	91551	17728081	18000000	1	17819607	17819631
14a	92787	92788	17728081	18000000	1	17820867	17820868
14a	92855	92859	17728081	18000000	1	17820935	17820939
14a	92855	94072	17728081	18000000	1	17820935	17822152
14a	92895	96632	17728081	18000000	1	17820975	17824712
14a	93198	93457	17728081	18000000	1	17821278	17821537
14a	93198	97493	17728081	18000000	1	17821278	17825573
14a	93198	96632	17728081	18000000	1	17821278	17824712
14a	93797	94072	17728081	18000000	1	17821877	17822152
14a	96579	97010	17728081	18000000	1	17824659	17825090
14a	96579	96896	17728081	18000000	1	17824659	17824976
14a	96896	97493	17728081	18000000	1	17824976	17825573
14a	98838	98864	17728081	18000000	1	17826918	17826944
14a	98864	99231	17728081	18000000	1	17826944	17827311
14a	98925	108573	17728081	18000000	1	17827005	17836653
14a	98952	101242	17728081	18000000	1	17827032	17829322
14a	99231	100058	17728081	18000000	1	17827311	17828138
14a	100058	100854	17728081	18000000	1	17828138	17828934
14a	100518	100521	17728081	18000000	1	17828598	17828601
14a	100829	100931	17728081	18000000	1	17828909	17829011
14a	100898	100931	17728081	18000000	1	17828978	17829011
14a	100898	100931	17728081	18000000	1	17828978	17829011
14a	101041	101143	17728081	18000000	1	17829121	17829223
14a	101041	102648	17728081	18000000	1	17829121	17830728
14a	101140	101143	17728081	18000000	1	17829220	17829223
14a	101140	101143	17728081	18000000	1	17829220	17829223
14a	102811	102863	17728081	18000000	1	17830891	17830943
14a	102811	102863	17728081	18000000	1	17830891	17830943
14a	103145	103184	17728081	18000000	1	17831225	17831264
14a	105684	107392	17728081	18000000	1	17833764	17835472
14a	106155	106359	17728081	18000000	1	17834235	17834439
14a	106981	106995	17728081	18000000	1	17835061	17835075
14a	107188	107766	17728081	18000000	1	17835268	17835846
14a	107341	107501	17728081	18000000	1	17835421	17835581
14a	107483	107501	17728081	18000000	1	17835563	17835581
14a	107483	107501	17728081	18000000	1	17835563	17835581
14a	107657	107766	17728081	18000000	1	17835737	17835846
14a	109922	110671	17728081	18000000	1	17838002	17838751
14a	110103	110758	17728081	18000000	1	17838183	17838838
14a	110295	110791	17728081	18000000	1	17838375	17838871
14a	110752	110996	17728081	18000000	1	17838832	17839076
14a	110776	110791	17728081	18000000	1	17838856	17838871
14a	110899	111049	17728081	18000000	1	17838979	17839129
14a	111538	111597	17728081	18000000	1	17839618	17839677
14a	113059	113063	17728081	18000000	1	17841139	17841143
14a	113166	113177	17728081	18000000	1	17841246	17841257
14a	113166	113177	17728081	18000000	1	17841246	17841257
14a	113840	113848	17728081	18000000	1	17841920	17841928
14a	113840	113848	17728081	18000000	1	17841920	17841928
14a	114434	116436	17728081	18000000	1	17842514	17844516
14a	114475	120229	17728081	18000000	1	17842555	17848309
14a	115202	115232	17728081	18000000	1	17843282	17843312
14a	115916	115921	17728081	18000000	1	17843996	17844001
14a	116589	116591	17728081	18000000	1	17844669	17844671
14a	116589	116591	17728081	18000000	1	17844669	17844671
14a	117415	117487	17728081	18000000	1	17845495	17845567
14a	117415	117487	17728081	18000000	1	17845495	17845567
14a	118088	118348	17728081	18000000	1	17846168	17846428
14a	118259	118806	17728081	18000000	1	17846339	17846886
14a	118272	118488	17728081	18000000	1	17846352	17846568
14a	118272	118283	17728081	18000000	1	17846352	17846363
14a	118278	118283	17728081	18000000	1	17846358	17846363
14a	118278	118348	17728081	18000000	1	17846358	17846428
14a	118278	118837	17728081	18000000	1	17846358	17846917
14a	118735	118806	17728081	18000000	1	17846815	17846886
14a	118814	120071	17728081	18000000	1	17846894	17848151
14a	118846	118851	17728081	18000000	1	17846926	17846931
14a	118846	118851	17728081	18000000	1	17846926	17846931
14a	118944	118990	17728081	18000000	1	17847024	17847070
14a	118944	119008	17728081	18000000	1	17847024	17847088
14a	118990	119059	17728081	18000000	1	17847070	17847139
14a	118990	120071	17728081	18000000	1	17847070	17848151
14a	120615	120618	17728081	18000000	1	17848695	17848698
14a	120615	120618	17728081	18000000	1	17848695	17848698
14a	121319	121385	17728081	18000000	1	17849399	17849465
