SubRegion	GC_Beg	GC_End	TL_Beg	TL_End	TL_Ori	ABeg	AEnd
08a	214191	214415	14775673	15149498	-1	14935084	14935308
08a	213922	214191	14775673	15149498	-1	14935308	14935577
08a	202055	202115	14775673	15149498	-1	14947384	14947444
08a	200825	200835	14775673	15149498	-1	14948664	14948674
08a	200689	200755	14775673	15149498	-1	14948744	14948810
08a	191994	191995	14775673	15149498	-1	14957504	14957505
08a	189183	189268	14775673	15149498	-1	14960231	14960316
08a	183272	183273	14775673	15149498	-1	14966226	14966227
08a	180832	181340	14775673	15149498	-1	14968159	14968667
08a	176863	177368	14775673	15149498	-1	14972131	14972636
08a	174529	175065	14775673	15149498	-1	14974434	14974970
08a	171417	171421	14775673	15149498	-1	14978078	14978082
08a	156232	156233	14775673	15149498	-1	14993266	14993267
08a	156039	156129	14775673	15149498	-1	14993370	14993460
08a	156039	156066	14775673	15149498	-1	14993433	14993460
08a	156054	156066	14775673	15149498	-1	14993433	14993445
08a	156039	156054	14775673	15149498	-1	14993445	14993460
08a	155300	155307	14775673	15149498	-1	14994192	14994199
08a	152459	152515	14775673	15149498	-1	14996984	14997040
08a	152117	152118	14775673	15149498	-1	14997381	14997382
08a	149872	149881	14775673	15149498	-1	14999618	14999627
08a	143862	143885	14775673	15149498	-1	15005614	15005637
08a	140935	140936	14775673	15149498	-1	15008563	15008564
08a	133734	133735	14775673	15149498	-1	15015764	15015765
08a	128788	128834	14775673	15149498	-1	15020665	15020711
08a	127317	127662	14775673	15149498	-1	15021837	15022182
08a	126098	127040	14775673	15149498	-1	15022459	15023401
08a	126434	126809	14775673	15149498	-1	15022690	15023065
08a	126742	126809	14775673	15149498	-1	15022690	15022757
08a	126712	126742	14775673	15149498	-1	15022757	15022787
08a	125982	126256	14775673	15149498	-1	15023243	15023517
08a	124881	126056	14775673	15149498	-1	15023443	15024618
08a	125823	125847	14775673	15149498	-1	15023652	15023676
08a	125267	125362	14775673	15149498	-1	15024137	15024232
08a	123162	124465	14775673	15149498	-1	15025034	15026337
08a	123162	124302	14775673	15149498	-1	15025197	15026337
08a	124152	124238	14775673	15149498	-1	15025261	15025347
08a	123874	124072	14775673	15149498	-1	15025427	15025625
08a	123162	123288	14775673	15149498	-1	15026211	15026337
08a	121210	123079	14775673	15149498	-1	15026420	15028289
08a	122408	122550	14775673	15149498	-1	15026949	15027091
08a	122408	122419	14775673	15149498	-1	15027080	15027091
08a	120623	120632	14775673	15149498	-1	15028867	15028876
08a	119093	119397	14775673	15149498	-1	15030102	15030406
08a	116022	117975	14775673	15149498	-1	15031524	15033477
08a	116062	116153	14775673	15149498	-1	15033346	15033437
08a	113792	113914	14775673	15149498	-1	15035585	15035707
08a	113121	113152	14775673	15149498	-1	15036347	15036378
08a	112906	112987	14775673	15149498	-1	15036512	15036593
08a	112906	112948	14775673	15149498	-1	15036551	15036593
08a	110238	110379	14775673	15149498	-1	15039120	15039261
08a	109809	110300	14775673	15149498	-1	15039199	15039690
08a	110238	110239	14775673	15149498	-1	15039260	15039261
08a	105302	105327	14775673	15149498	-1	15044172	15044197
08a	99168	99317	14775673	15149498	-1	15050182	15050331
08a	99315	99317	14775673	15149498	-1	15050182	15050184
08a	99160	99315	14775673	15149498	-1	15050184	15050339
08a	99168	99315	14775673	15149498	-1	15050184	15050331
08a	99168	99256	14775673	15149498	-1	15050243	15050331
08a	98835	98892	14775673	15149498	-1	15050607	15050664
08a	97705	97725	14775673	15149498	-1	15051774	15051794
08a	94584	94881	14775673	15149498	-1	15054618	15054915
08a	94705	94711	14775673	15149498	-1	15054788	15054794
08a	94584	94705	14775673	15149498	-1	15054794	15054915
08a	94584	94691	14775673	15149498	-1	15054808	15054915
08a	94584	94672	14775673	15149498	-1	15054827	15054915
08a	94057	94079	14775673	15149498	-1	15055420	15055442
08a	93947	94079	14775673	15149498	-1	15055420	15055552
08a	92674	92679	14775673	15149498	-1	15056820	15056825
08a	92674	92676	14775673	15149498	-1	15056823	15056825
08a	90546	90554	14775673	15149498	-1	15058945	15058953
08a	89072	89211	14775673	15149498	-1	15060288	15060427
08a	89060	89211	14775673	15149498	-1	15060288	15060439
08a	88606	88645	14775673	15149498	-1	15060854	15060893
08a	87963	87985	14775673	15149498	-1	15061514	15061536
08a	86917	87230	14775673	15149498	-1	15062269	15062582
08a	85698	85705	14775673	15149498	-1	15063794	15063801
08a	82548	82552	14775673	15149498	-1	15066947	15066951
08a	82074	82253	14775673	15149498	-1	15067246	15067425
08a	82081	82089	14775673	15149498	-1	15067410	15067418
08a	80954	80963	14775673	15149498	-1	15068536	15068545
08a	80694	80963	14775673	15149498	-1	15068536	15068805
08a	80794	80963	14775673	15149498	-1	15068536	15068705
08a	77724	77969	14775673	15149498	-1	15071530	15071775
08a	72081	73113	14775673	15149498	-1	15076386	15077418
08a	72081	72211	14775673	15149498	-1	15077288	15077418
08a	72113	72163	14775673	15149498	-1	15077336	15077386
08a	67274	69165	14775673	15149498	-1	15080334	15082225
08a	67539	67830	14775673	15149498	-1	15081669	15081960
08a	67700	67830	14775673	15149498	-1	15081669	15081799
08a	67539	67820	14775673	15149498	-1	15081679	15081960
08a	67274	67820	14775673	15149498	-1	15081679	15082225
08a	65438	65547	14775673	15149498	-1	15083952	15084061
08a	59128	59129	14775673	15149498	-1	15090370	15090371
08a	58671	59129	14775673	15149498	-1	15090370	15090828
08a	58911	58922	14775673	15149498	-1	15090577	15090588
08a	58671	58911	14775673	15149498	-1	15090588	15090828
08a	58671	58727	14775673	15149498	-1	15090772	15090828
08a	58671	58688	14775673	15149498	-1	15090811	15090828
08a	58514	58530	14775673	15149498	-1	15090969	15090985
08a	56193	56228	14775673	15149498	-1	15093271	15093306
08a	55696	56228	14775673	15149498	-1	15093271	15093803
08a	56224	56228	14775673	15149498	-1	15093271	15093275
08a	55696	56193	14775673	15149498	-1	15093306	15093803
08a	55696	56177	14775673	15149498	-1	15093322	15093803
08a	54466	54467	14775673	15149498	-1	15095032	15095033
08a	53161	53550	14775673	15149498	-1	15095949	15096338
08a	53161	53279	14775673	15149498	-1	15096220	15096338
08a	53161	53194	14775673	15149498	-1	15096305	15096338
08a	52965	53089	14775673	15149498	-1	15096410	15096534
08a	53071	53089	14775673	15149498	-1	15096410	15096428
08a	51254	51267	14775673	15149498	-1	15098232	15098245
08a	50473	51267	14775673	15149498	-1	15098232	15099026
08a	50707	51267	14775673	15149498	-1	15098232	15098792
08a	51226	51267	14775673	15149498	-1	15098232	15098273
08a	50582	50587	14775673	15149498	-1	15098912	15098917
08a	50473	50587	14775673	15149498	-1	15098912	15099026
08a	48507	48822	14775673	15149498	-1	15100677	15100992
08a	48355	48507	14775673	15149498	-1	15100992	15101144
08a	43481	43642	14775673	15149498	-1	15105857	15106018
08a	43269	43279	14775673	15149498	-1	15106220	15106230
08a	43000	43279	14775673	15149498	-1	15106220	15106499
08a	42488	43174	14775673	15149498	-1	15106325	15107011
08a	43000	43056	14775673	15149498	-1	15106443	15106499
08a	40949	41100	14775673	15149498	-1	15108399	15108550
08a	40971	41100	14775673	15149498	-1	15108399	15108528
08a	40812	41100	14775673	15149498	-1	15108399	15108687
08a	41056	41100	14775673	15149498	-1	15108399	15108443
08a	40949	41056	14775673	15149498	-1	15108443	15108550
08a	40949	40973	14775673	15149498	-1	15108526	15108550
08a	40812	40956	14775673	15149498	-1	15108543	15108687
08a	40631	40638	14775673	15149498	-1	15108861	15108868
08a	38791	38793	14775673	15149498	-1	15110706	15110708
08a	37883	37956	14775673	15149498	-1	15111543	15111616
08a	37750	37756	14775673	15149498	-1	15111743	15111749
08a	37557	37603	14775673	15149498	-1	15111896	15111942
08a	37314	37557	14775673	15149498	-1	15111942	15112185
08a	37328	37362	14775673	15149498	-1	15112137	15112171
08a	36848	36870	14775673	15149498	-1	15112629	15112651
08a	36268	36296	14775673	15149498	-1	15113203	15113231
08a	34127	36296	14775673	15149498	-1	15113203	15115372
08a	35713	35836	14775673	15149498	-1	15113663	15113786
08a	35342	35450	14775673	15149498	-1	15114049	15114157
08a	35375	35414	14775673	15149498	-1	15114085	15114124
08a	35069	35261	14775673	15149498	-1	15114238	15114430
08a	34109	34127	14775673	15149498	-1	15115372	15115390
08a	30786	30880	14775673	15149498	-1	15118619	15118713
08a	30122	30126	14775673	15149498	-1	15119373	15119377
08a	29317	29991	14775673	15149498	-1	15119508	15120182
08a	29973	29991	14775673	15149498	-1	15119508	15119526
08a	29024	29991	14775673	15149498	-1	15119508	15120475
08a	28224	28324	14775673	15149498	-1	15121175	15121275
08a	28273	28286	14775673	15149498	-1	15121213	15121226
08a	27844	27869	14775673	15149498	-1	15121630	15121655
08a	26122	27869	14775673	15149498	-1	15121630	15123377
08a	9540	10137	14775673	15149498	-1	15139362	15139959
08a	9540	9548	14775673	15149498	-1	15139951	15139959
08a	6248	6482	14775673	15149498	-1	15143017	15143251
08a	5482	5548	14775673	15149498	-1	15143951	15144017
08a	5498	5548	14775673	15149498	-1	15143951	15144001
08a	5368	5548	14775673	15149498	-1	15143951	15144131
08a	3367	3656	14775673	15149498	-1	15145843	15146132
08a	3397	3656	14775673	15149498	-1	15145843	15146102
08a	3367	3397	14775673	15149498	-1	15146102	15146132
08a	1924	2010	14775673	15149498	-1	15147489	15147575
08a	1800	1832	14775673	15149498	-1	15147667	15147699
08a	1705	1829	14775673	15149498	-1	15147670	15147794
08a	1800	1828	14775673	15149498	-1	15147671	15147699
08a	1513	1564	14775673	15149498	-1	15147935	15147986
08a	1465	1489	14775673	15149498	-1	15148010	15148034
08a	593	647	14775673	15149498	-1	15148852	15148906
11e	400822	400825	15149499	15550945	-1	15150121	15150124
11e	399488	399499	15149499	15550945	-1	15151447	15151458
11e	395895	395966	15149499	15550945	-1	15154980	15155051
11e	393625	393658	15149499	15550945	-1	15157288	15157321
11e	393154	393199	15149499	15550945	-1	15157747	15157792
11e	392464	392600	15149499	15550945	-1	15158346	15158482
11e	392476	392600	15149499	15550945	-1	15158346	15158470
11e	392464	392547	15149499	15550945	-1	15158399	15158482
11e	392342	392351	15149499	15550945	-1	15158595	15158604
11e	390426	391846	15149499	15550945	-1	15159100	15160520
11e	390426	391825	15149499	15550945	-1	15159121	15160520
11e	387302	387468	15149499	15550945	-1	15163478	15163644
11e	387302	387303	15149499	15550945	-1	15163643	15163644
11e	383732	384715	15149499	15550945	-1	15166231	15167214
11e	382982	383758	15149499	15550945	-1	15167188	15167964
11e	383732	383758	15149499	15550945	-1	15167188	15167214
11e	381263	381930	15149499	15550945	-1	15169016	15169683
11e	375927	375952	15149499	15550945	-1	15174994	15175019
11e	375170	375174	15149499	15550945	-1	15175772	15175776
11e	374496	375174	15149499	15550945	-1	15175772	15176450
11e	374496	374566	15149499	15550945	-1	15176380	15176450
11e	373112	373506	15149499	15550945	-1	15177440	15177834
11e	373112	373305	15149499	15550945	-1	15177641	15177834
11e	372914	372916	15149499	15550945	-1	15178030	15178032
11e	371259	371268	15149499	15550945	-1	15179678	15179687
11e	370964	370965	15149499	15550945	-1	15179981	15179982
11e	370872	370873	15149499	15550945	-1	15180073	15180074
11e	370727	370824	15149499	15550945	-1	15180122	15180219
11e	366983	366986	15149499	15550945	-1	15183960	15183963
11e	366754	366764	15149499	15550945	-1	15184182	15184192
11e	366289	366337	15149499	15550945	-1	15184609	15184657
11e	363890	363893	15149499	15550945	-1	15187053	15187056
11e	363854	363893	15149499	15550945	-1	15187053	15187092
11e	363744	363754	15149499	15550945	-1	15187192	15187202
11e	362804	362805	15149499	15550945	-1	15188141	15188142
11e	360439	360490	15149499	15550945	-1	15190456	15190507
11e	360204	360208	15149499	15550945	-1	15190738	15190742
11e	358905	358923	15149499	15550945	-1	15192023	15192041
11e	357323	357325	15149499	15550945	-1	15193621	15193623
11e	355703	355714	15149499	15550945	-1	15195232	15195243
11e	355493	355494	15149499	15550945	-1	15195452	15195453
11e	345335	345342	15149499	15550945	-1	15205604	15205611
11e	344080	344082	15149499	15550945	-1	15206864	15206866
11e	343586	343758	15149499	15550945	-1	15207188	15207360
11e	342343	343569	15149499	15550945	-1	15207377	15208603
11e	340697	341415	15149499	15550945	-1	15209531	15210249
11e	340697	341234	15149499	15550945	-1	15209712	15210249
11e	341004	341005	15149499	15550945	-1	15209941	15209942
11e	308617	308626	15149499	15550945	-1	15242320	15242329
11e	306938	306947	15149499	15550945	-1	15243999	15244008
11e	305736	306185	15149499	15550945	-1	15244761	15245210
11e	305736	305738	15149499	15550945	-1	15245208	15245210
11e	304986	305091	15149499	15550945	-1	15245855	15245960
11e	304933	305023	15149499	15550945	-1	15245923	15246013
11e	304042	304169	15149499	15550945	-1	15246777	15246904
11e	301233	301320	15149499	15550945	-1	15249626	15249713
11e	299169	299183	15149499	15550945	-1	15251763	15251777
11e	299152	299177	15149499	15550945	-1	15251769	15251794
11e	298479	298501	15149499	15550945	-1	15252445	15252467
11e	296310	296311	15149499	15550945	-1	15254635	15254636
11e	295757	295937	15149499	15550945	-1	15255009	15255189
11e	295424	295425	15149499	15550945	-1	15255521	15255522
11e	295380	295425	15149499	15550945	-1	15255521	15255566
11e	294914	295425	15149499	15550945	-1	15255521	15256032
11e	294717	294718	15149499	15550945	-1	15256228	15256229
11e	293972	294007	15149499	15550945	-1	15256939	15256974
11e	292951	293195	15149499	15550945	-1	15257751	15257995
11e	292951	293032	15149499	15550945	-1	15257914	15257995
11e	289407	291120	15149499	15550945	-1	15259826	15261539
11e	290371	290386	15149499	15550945	-1	15260560	15260575
11e	290330	290386	15149499	15550945	-1	15260560	15260616
11e	289989	290057	15149499	15550945	-1	15260889	15260957
11e	285920	285997	15149499	15550945	-1	15264949	15265026
11e	280043	280091	15149499	15550945	-1	15270855	15270903
11e	278598	280043	15149499	15550945	-1	15270903	15272348
11e	277025	278314	15149499	15550945	-1	15272632	15273921
11e	276896	276964	15149499	15550945	-1	15273982	15274050
11e	276641	276671	15149499	15550945	-1	15274275	15274305
11e	273495	275860	15149499	15550945	-1	15275086	15277451
11e	274083	274280	15149499	15550945	-1	15276666	15276863
11e	272298	273610	15149499	15550945	-1	15277336	15278648
11e	273211	273610	15149499	15550945	-1	15277336	15277735
11e	273171	273495	15149499	15550945	-1	15277451	15277775
11e	272939	273026	15149499	15550945	-1	15277920	15278007
11e	271388	271442	15149499	15550945	-1	15279504	15279558
11e	270929	271013	15149499	15550945	-1	15279933	15280017
11e	260301	261126	15149499	15550945	-1	15289820	15290645
11e	260790	261126	15149499	15550945	-1	15289820	15290156
11e	260919	261024	15149499	15550945	-1	15289922	15290027
11e	250876	252365	15149499	15550945	-1	15298581	15300070
11e	251247	252080	15149499	15550945	-1	15298866	15299699
11e	250058	250059	15149499	15550945	-1	15300887	15300888
11e	247723	249891	15149499	15550945	-1	15301055	15303223
11e	247182	249174	15149499	15550945	-1	15301772	15303764
11e	247762	248863	15149499	15550945	-1	15302083	15303184
11e	247762	248747	15149499	15550945	-1	15302199	15303184
11e	247681	247702	15149499	15550945	-1	15303244	15303265
11e	247356	247433	15149499	15550945	-1	15303513	15303590
11e	245779	246673	15149499	15550945	-1	15304273	15305167
11e	246185	246673	15149499	15550945	-1	15304273	15304761
11e	246330	246419	15149499	15550945	-1	15304527	15304616
11e	244286	245794	15149499	15550945	-1	15305152	15306660
11e	245511	245517	15149499	15550945	-1	15305429	15305435
11e	245144	245343	15149499	15550945	-1	15305603	15305802
11e	243771	245144	15149499	15550945	-1	15305802	15307175
11e	244606	244642	15149499	15550945	-1	15306304	15306340
11e	243374	244591	15149499	15550945	-1	15306355	15307572
11e	242772	244007	15149499	15550945	-1	15306939	15308174
11e	243374	243960	15149499	15550945	-1	15306986	15307572
11e	242188	242326	15149499	15550945	-1	15308620	15308758
11e	238174	242264	15149499	15550945	-1	15308682	15312772
11e	241315	241387	15149499	15550945	-1	15309559	15309631
11e	239216	240023	15149499	15550945	-1	15310923	15311730
11e	237407	237490	15149499	15550945	-1	15313456	15313539
11e	236772	236962	15149499	15550945	-1	15313984	15314174
11e	236239	236962	15149499	15550945	-1	15313984	15314707
11e	234054	236772	15149499	15550945	-1	15314174	15316892
11e	236090	236280	15149499	15550945	-1	15314666	15314856
11e	234559	236037	15149499	15550945	-1	15314909	15316387
11e	235379	236037	15149499	15550945	-1	15314909	15315567
11e	236023	236037	15149499	15550945	-1	15314909	15314923
11e	235990	236037	15149499	15550945	-1	15314909	15314956
11e	234559	235627	15149499	15550945	-1	15315319	15316387
11e	234540	235627	15149499	15550945	-1	15315319	15316406
11e	235216	235282	15149499	15550945	-1	15315664	15315730
11e	235088	235105	15149499	15550945	-1	15315841	15315858
11e	234002	234983	15149499	15550945	-1	15315963	15316944
11e	234002	234460	15149499	15550945	-1	15316486	15316944
11e	233759	234031	15149499	15550945	-1	15316915	15317187
11e	233864	233899	15149499	15550945	-1	15317047	15317082
11e	233777	233806	15149499	15550945	-1	15317140	15317169
11e	232636	233457	15149499	15550945	-1	15317489	15318310
11e	232907	233457	15149499	15550945	-1	15317489	15318039
11e	232636	233423	15149499	15550945	-1	15317523	15318310
11e	231856	231860	15149499	15550945	-1	15319086	15319090
11e	231442	231454	15149499	15550945	-1	15319492	15319504
11e	231453	231454	15149499	15550945	-1	15319492	15319493
11e	230486	230513	15149499	15550945	-1	15320433	15320460
11e	227175	227317	15149499	15550945	-1	15323629	15323771
11e	224071	224175	15149499	15550945	-1	15326771	15326875
11e	223829	223846	15149499	15550945	-1	15327100	15327117
11e	222847	223072	15149499	15550945	-1	15327874	15328099
11e	222720	222747	15149499	15550945	-1	15328199	15328226
11e	222717	222720	15149499	15550945	-1	15328226	15328229
11e	222605	222633	15149499	15550945	-1	15328313	15328341
11e	221065	221099	15149499	15550945	-1	15329847	15329881
11e	220375	220417	15149499	15550945	-1	15330529	15330571
11e	216051	216053	15149499	15550945	-1	15334893	15334895
11e	215035	215379	15149499	15550945	-1	15335567	15335911
11e	214228	214475	15149499	15550945	-1	15336471	15336718
11e	213583	214228	15149499	15550945	-1	15336718	15337363
11e	210906	210907	15149499	15550945	-1	15340039	15340040
11e	210199	210205	15149499	15550945	-1	15340741	15340747
11e	208704	208706	15149499	15550945	-1	15342240	15342242
11e	208575	208580	15149499	15550945	-1	15342366	15342371
11e	208270	208410	15149499	15550945	-1	15342536	15342676
11e	208259	208270	15149499	15550945	-1	15342676	15342687
11e	207907	207941	15149499	15550945	-1	15343005	15343039
11e	206085	206238	15149499	15550945	-1	15344708	15344861
11e	205617	206153	15149499	15550945	-1	15344793	15345329
11e	206035	206153	15149499	15550945	-1	15344793	15344911
11e	206035	206085	15149499	15550945	-1	15344861	15344911
11e	205436	205795	15149499	15550945	-1	15345151	15345510
11e	205580	205730	15149499	15550945	-1	15345216	15345366
11e	205355	205436	15149499	15550945	-1	15345510	15345591
11e	205281	205355	15149499	15550945	-1	15345591	15345665
11e	205287	205297	15149499	15550945	-1	15345649	15345659
11e	204551	204552	15149499	15550945	-1	15346394	15346395
11e	203919	203924	15149499	15550945	-1	15347022	15347027
11e	199498	199975	15149499	15550945	-1	15350971	15351448
11e	197014	197021	15149499	15550945	-1	15353925	15353932
11e	196391	196619	15149499	15550945	-1	15354327	15354555
11e	196016	196018	15149499	15550945	-1	15354928	15354930
11e	195131	196018	15149499	15550945	-1	15354928	15355815
11e	194430	194632	15149499	15550945	-1	15356314	15356516
11e	194301	194306	15149499	15550945	-1	15356640	15356645
11e	188700	188920	15149499	15550945	-1	15362026	15362246
11e	188821	188823	15149499	15550945	-1	15362123	15362125
11e	183335	183339	15149499	15550945	-1	15367607	15367611
11e	183312	183314	15149499	15550945	-1	15367632	15367634
11e	182012	182653	15149499	15550945	-1	15368293	15368934
11e	181206	181239	15149499	15550945	-1	15369707	15369740
11e	179540	179792	15149499	15550945	-1	15371154	15371406
11e	177749	178198	15149499	15550945	-1	15372748	15373197
11e	177554	177936	15149499	15550945	-1	15373010	15373392
11e	176229	176230	15149499	15550945	-1	15374716	15374717
11e	174761	174886	15149499	15550945	-1	15376060	15376185
11e	174507	174886	15149499	15550945	-1	15376060	15376439
11e	174665	174886	15149499	15550945	-1	15376060	15376281
11e	172653	172655	15149499	15550945	-1	15378291	15378293
11e	169647	171384	15149499	15550945	-1	15379562	15381299
11e	169647	169652	15149499	15550945	-1	15381294	15381299
11e	166364	166375	15149499	15550945	-1	15384571	15384582
11e	161398	162045	15149499	15550945	-1	15388901	15389548
11e	161302	161303	15149499	15550945	-1	15389643	15389644
11e	158747	158749	15149499	15550945	-1	15392197	15392199
11e	158621	158625	15149499	15550945	-1	15392321	15392325
11e	150466	150973	15149499	15550945	-1	15399973	15400480
11e	149300	149305	15149499	15550945	-1	15401641	15401646
11e	148569	149095	15149499	15550945	-1	15401851	15402377
11e	148374	148847	15149499	15550945	-1	15402099	15402572
11e	148796	148847	15149499	15550945	-1	15402099	15402150
11e	148320	148796	15149499	15550945	-1	15402150	15402626
11e	148374	148796	15149499	15550945	-1	15402150	15402572
11e	148320	148437	15149499	15550945	-1	15402509	15402626
11e	147943	148323	15149499	15550945	-1	15402623	15403003
11e	147943	147964	15149499	15550945	-1	15402982	15403003
11e	147361	147367	15149499	15550945	-1	15403579	15403585
11e	147358	147367	15149499	15550945	-1	15403579	15403588
11e	145011	145364	15149499	15550945	-1	15405582	15405935
11e	144408	144410	15149499	15550945	-1	15406536	15406538
11e	141377	141732	15149499	15550945	-1	15409214	15409569
11e	138452	138611	15149499	15550945	-1	15412335	15412494
11e	138564	138590	15149499	15550945	-1	15412356	15412382
11e	136976	138065	15149499	15550945	-1	15412881	15413970
11e	136835	137592	15149499	15550945	-1	15413354	15414111
11e	136329	136331	15149499	15550945	-1	15414615	15414617
11e	134651	135076	15149499	15550945	-1	15415870	15416295
11e	133245	133253	15149499	15550945	-1	15417693	15417701
11e	132711	132836	15149499	15550945	-1	15418110	15418235
11e	129702	129854	15149499	15550945	-1	15421092	15421244
11e	129631	129854	15149499	15550945	-1	15421092	15421315
11e	129376	129854	15149499	15550945	-1	15421092	15421570
11e	129494	129495	15149499	15550945	-1	15421451	15421452
11e	129235	129238	15149499	15550945	-1	15421708	15421711
11e	128885	128890	15149499	15550945	-1	15422056	15422061
11e	128153	128155	15149499	15550945	-1	15422791	15422793
11e	127275	127759	15149499	15550945	-1	15423187	15423671
11e	127275	127278	15149499	15550945	-1	15423668	15423671
11e	123921	123924	15149499	15550945	-1	15427022	15427025
11e	123637	123649	15149499	15550945	-1	15427297	15427309
11e	123217	123219	15149499	15550945	-1	15427727	15427729
11e	120873	121511	15149499	15550945	-1	15429435	15430073
11e	120578	120873	15149499	15550945	-1	15430073	15430368
11e	120578	120586	15149499	15550945	-1	15430360	15430368
11e	119908	119950	15149499	15550945	-1	15430996	15431038
11e	119053	119931	15149499	15550945	-1	15431015	15431893
11e	119664	119908	15149499	15550945	-1	15431038	15431282
11e	119273	119279	15149499	15550945	-1	15431667	15431673
11e	118732	118938	15149499	15550945	-1	15432008	15432214
11e	117825	118610	15149499	15550945	-1	15432336	15433121
11e	117657	117941	15149499	15550945	-1	15433005	15433289
11e	117313	117825	15149499	15550945	-1	15433121	15433633
11e	116970	117018	15149499	15550945	-1	15433928	15433976
11e	115432	115434	15149499	15550945	-1	15435512	15435514
11e	115123	115434	15149499	15550945	-1	15435512	15435823
11e	114657	115169	15149499	15550945	-1	15435777	15436289
11e	114657	115054	15149499	15550945	-1	15435892	15436289
11e	113577	113580	15149499	15550945	-1	15437366	15437369
11e	113106	113296	15149499	15550945	-1	15437650	15437840
11e	111876	112127	15149499	15550945	-1	15438819	15439070
11e	110676	110992	15149499	15550945	-1	15439954	15440270
11e	110531	110564	15149499	15550945	-1	15440382	15440415
11e	109183	109185	15149499	15550945	-1	15441761	15441763
11e	108400	109096	15149499	15550945	-1	15441850	15442546
11e	99605	103597	15149499	15550945	-1	15447349	15451341
11e	101573	101738	15149499	15550945	-1	15449208	15449373
11e	97558	97980	15149499	15550945	-1	15452966	15453388
11e	97967	97980	15149499	15550945	-1	15452966	15452979
11e	96105	96134	15149499	15550945	-1	15454812	15454841
11e	94566	95191	15149499	15550945	-1	15455755	15456380
11e	95091	95092	15149499	15550945	-1	15455854	15455855
11e	93664	94029	15149499	15550945	-1	15456917	15457282
11e	92361	92451	15149499	15550945	-1	15458495	15458585
11e	91400	92082	15149499	15550945	-1	15458864	15459546
11e	91552	92082	15149499	15550945	-1	15458864	15459394
11e	91374	91814	15149499	15550945	-1	15459132	15459572
11e	91447	91448	15149499	15550945	-1	15459498	15459499
11e	90800	91200	15149499	15550945	-1	15459746	15460146
11e	89027	89729	15149499	15550945	-1	15461217	15461919
11e	89240	89298	15149499	15550945	-1	15461648	15461706
11e	87619	88158	15149499	15550945	-1	15462788	15463327
11e	87190	87192	15149499	15550945	-1	15463754	15463756
11e	86750	86876	15149499	15550945	-1	15464070	15464196
11e	85925	86040	15149499	15550945	-1	15464906	15465021
11e	85377	85384	15149499	15550945	-1	15465562	15465569
11e	83433	83560	15149499	15550945	-1	15467386	15467513
11e	81803	81804	15149499	15550945	-1	15469142	15469143
11e	81674	81741	15149499	15550945	-1	15469205	15469272
11e	81106	81741	15149499	15550945	-1	15469205	15469840
11e	81426	81711	15149499	15550945	-1	15469235	15469520
11e	78738	81331	15149499	15550945	-1	15469615	15472208
11e	80651	81150	15149499	15550945	-1	15469796	15470295
11e	81032	81035	15149499	15550945	-1	15469911	15469914
11e	80943	80945	15149499	15550945	-1	15470001	15470003
11e	79242	79299	15149499	15550945	-1	15471647	15471704
11e	78989	79261	15149499	15550945	-1	15471685	15471957
11e	79242	79244	15149499	15550945	-1	15471702	15471704
11e	79237	79239	15149499	15550945	-1	15471707	15471709
11e	79025	79239	15149499	15550945	-1	15471707	15471921
11e	78738	79084	15149499	15550945	-1	15471862	15472208
11e	78573	78576	15149499	15550945	-1	15472370	15472373
11e	78395	78432	15149499	15550945	-1	15472514	15472551
11e	74938	74939	15149499	15550945	-1	15476007	15476008
11e	72927	73588	15149499	15550945	-1	15477358	15478019
11e	72588	73104	15149499	15550945	-1	15477842	15478358
11e	72558	72627	15149499	15550945	-1	15478319	15478388
11e	67356	67366	15149499	15550945	-1	15483580	15483590
11e	66003	66829	15149499	15550945	-1	15484117	15484943
11e	66003	66007	15149499	15550945	-1	15484939	15484943
11e	64815	65153	15149499	15550945	-1	15485793	15486131
11e	63530	64536	15149499	15550945	-1	15486410	15487416
11e	64209	64233	15149499	15550945	-1	15486713	15486737
11e	62483	63632	15149499	15550945	-1	15487314	15488463
11e	61345	61362	15149499	15550945	-1	15489584	15489601
11e	61333	61342	15149499	15550945	-1	15489604	15489613
11e	60875	60876	15149499	15550945	-1	15490070	15490071
11e	59994	60012	15149499	15550945	-1	15490934	15490952
11e	36654	36655	15149499	15550945	-1	15514291	15514292
11e	33529	35399	15149499	15550945	-1	15515547	15517417
11e	28774	29138	15149499	15550945	-1	15521808	15522172
11e	29136	29138	15149499	15550945	-1	15521808	15521810
11e	28763	28873	15149499	15550945	-1	15522073	15522183
11e	28184	28432	15149499	15550945	-1	15522514	15522762
11e	27398	27400	15149499	15550945	-1	15523546	15523548
11e	26911	26942	15149499	15550945	-1	15524004	15524035
11e	26305	26778	15149499	15550945	-1	15524168	15524641
11e	24616	24854	15149499	15550945	-1	15526092	15526330
11e	23396	23547	15149499	15550945	-1	15527399	15527550
11e	21544	21841	15149499	15550945	-1	15529105	15529402
11e	16632	16634	15149499	15550945	-1	15534312	15534314
11e	15246	15247	15149499	15550945	-1	15535699	15535700
11e	13755	13804	15149499	15550945	-1	15537142	15537191
11e	9471	10334	15149499	15550945	-1	15540612	15541475
11e	7492	8168	15149499	15550945	-1	15542778	15543454
11e	5038	5540	15149499	15550945	-1	15545406	15545908
11e	4724	5450	15149499	15550945	-1	15545496	15546222
