SubRegion	GC_Beg	GC_End	CH_Beg	CH_End	CH_Ori	ABeg	AEnd
04d	248201	248602	14348375	14598374	1	14596575	14596976
04d	248925	248939	14348375	14598374	1	14597299	14597313
04d	249495	249577	14348375	14598374	1	14597869	14597951
04d	249576	249781	14348375	14598374	1	14597950	14598155
04d	249854	249882	14348375	14598374	1	14598228	14598256
04d	249854	249919	14348375	14598374	1	14598228	14598293
04e	3332	3399	14598375	14875597	1	14601706	14601773
04e	4695	4703	14598375	14875597	1	14603069	14603077
04e	6551	6560	14598375	14875597	1	14604925	14604934
04e	10092	10394	14598375	14875597	1	14608466	14608768
04e	10092	10135	14598375	14875597	1	14608466	14608509
04e	10375	10394	14598375	14875597	1	14608749	14608768
04e	10806	10857	14598375	14875597	1	14609180	14609231
04e	11657	11712	14598375	14875597	1	14610031	14610086
04e	11657	11665	14598375	14875597	1	14610031	14610039
04e	14030	14128	14598375	14875597	1	14612404	14612502
04e	14030	14373	14598375	14875597	1	14612404	14612747
04e	14318	14487	14598375	14875597	1	14612692	14612861
04e	15564	16115	14598375	14875597	1	14613938	14614489
04e	15564	16148	14598375	14875597	1	14613938	14614522
04e	16611	16666	14598375	14875597	1	14614985	14615040
04e	17318	17721	14598375	14875597	1	14615692	14616095
04e	18072	18834	14598375	14875597	1	14616446	14617208
04e	18501	18511	14598375	14875597	1	14616875	14616885
04e	18501	18933	14598375	14875597	1	14616875	14617307
04e	18506	18511	14598375	14875597	1	14616880	14616885
04e	18763	18786	14598375	14875597	1	14617137	14617160
04e	19402	19403	14598375	14875597	1	14617776	14617777
04e	19704	19708	14598375	14875597	1	14618078	14618082
04e	23715	23770	14598375	14875597	1	14622089	14622144
04e	27320	29256	14598375	14875597	1	14625694	14627630
04e	27590	29025	14598375	14875597	1	14625964	14627399
04e	27590	27601	14598375	14875597	1	14625964	14625975
04e	27590	28084	14598375	14875597	1	14625964	14626458
04e	28833	28852	14598375	14875597	1	14627207	14627226
04e	29024	29025	14598375	14875597	1	14627398	14627399
04e	29249	29256	14598375	14875597	1	14627623	14627630
04e	37485	37719	14598375	14875597	1	14635859	14636093
04e	37530	37903	14598375	14875597	1	14635904	14636277
04e	37895	37903	14598375	14875597	1	14636269	14636277
04e	39276	39321	14598375	14875597	1	14637650	14637695
04e	39276	39318	14598375	14875597	1	14637650	14637692
04e	40960	41051	14598375	14875597	1	14639334	14639425
04e	40960	41574	14598375	14875597	1	14639334	14639948
04e	41368	41574	14598375	14875597	1	14639742	14639948
04e	42064	42081	14598375	14875597	1	14640438	14640455
04e	42277	42293	14598375	14875597	1	14640651	14640667
04e	42325	42575	14598375	14875597	1	14640699	14640949
04e	43864	44225	14598375	14875597	1	14642238	14642599
04e	44199	44225	14598375	14875597	1	14642573	14642599
04e	44473	44754	14598375	14875597	1	14642847	14643128
04e	44754	45117	14598375	14875597	1	14643128	14643491
04e	45117	46003	14598375	14875597	1	14643491	14644377
04e	45998	46025	14598375	14875597	1	14644372	14644399
04e	49695	49956	14598375	14875597	1	14648069	14648330
04e	49914	49926	14598375	14875597	1	14648288	14648300
04e	49914	50047	14598375	14875597	1	14648288	14648421
04e	49988	50870	14598375	14875597	1	14648362	14649244
04e	50203	50206	14598375	14875597	1	14648577	14648580
04e	50203	51538	14598375	14875597	1	14648577	14649912
04e	50356	50436	14598375	14875597	1	14648730	14648810
04e	52429	52451	14598375	14875597	1	14650803	14650825
04e	52429	52694	14598375	14875597	1	14650803	14651068
04e	52450	52451	14598375	14875597	1	14650824	14650825
04e	53655	54025	14598375	14875597	1	14652029	14652399
04e	53671	53856	14598375	14875597	1	14652045	14652230
04e	53671	54166	14598375	14875597	1	14652045	14652540
04e	53671	54025	14598375	14875597	1	14652045	14652399
04e	53671	53684	14598375	14875597	1	14652045	14652058
04e	54025	54199	14598375	14875597	1	14652399	14652573
04e	54120	54199	14598375	14875597	1	14652494	14652573
04e	54146	54199	14598375	14875597	1	14652520	14652573
04e	57974	58898	14598375	14875597	1	14656348	14657272
04e	57974	57982	14598375	14875597	1	14656348	14656356
04e	59808	60653	14598375	14875597	1	14658182	14659027
04e	59922	60100	14598375	14875597	1	14658296	14658474
04e	59922	62267	14598375	14875597	1	14658296	14660641
04e	59922	60500	14598375	14875597	1	14658296	14658874
04e	62648	62687	14598375	14875597	1	14661022	14661061
04e	63236	63295	14598375	14875597	1	14661610	14661669
04e	64019	64203	14598375	14875597	1	14662393	14662577
04e	70332	70410	14598375	14875597	1	14668706	14668784
04e	70332	70385	14598375	14875597	1	14668706	14668759
04e	76791	76801	14598375	14875597	1	14675165	14675175
04e	76791	76828	14598375	14875597	1	14675165	14675202
04e	78451	78467	14598375	14875597	1	14676825	14676841
04e	80935	81019	14598375	14875597	1	14679309	14679393
04e	81726	81829	14598375	14875597	1	14680100	14680203
04e	81726	81780	14598375	14875597	1	14680100	14680154
04e	81726	81771	14598375	14875597	1	14680100	14680145
04e	81726	82092	14598375	14875597	1	14680100	14680466
04e	81992	82092	14598375	14875597	1	14680366	14680466
04e	82004	82435	14598375	14875597	1	14680378	14680809
04e	82013	82092	14598375	14875597	1	14680387	14680466
04e	83825	83911	14598375	14875597	1	14682199	14682285
04e	83911	84673	14598375	14875597	1	14682285	14683047
04e	85376	85386	14598375	14875597	1	14683750	14683760
04e	85381	85400	14598375	14875597	1	14683755	14683774
04e	86556	86670	14598375	14875597	1	14684930	14685044
04e	86661	86670	14598375	14875597	1	14685035	14685044
04e	86849	87196	14598375	14875597	1	14685223	14685570
04e	87015	88807	14598375	14875597	1	14685389	14687181
04e	87015	87987	14598375	14875597	1	14685389	14686361
04e	87575	87659	14598375	14875597	1	14685949	14686033
04e	87575	87611	14598375	14875597	1	14685949	14685985
04e	87853	88535	14598375	14875597	1	14686227	14686909
04e	87894	87943	14598375	14875597	1	14686268	14686317
04e	87952	87987	14598375	14875597	1	14686326	14686361
04e	87952	88086	14598375	14875597	1	14686326	14686460
04e	88086	88807	14598375	14875597	1	14686460	14687181
04e	88152	88642	14598375	14875597	1	14686526	14687016
04e	88642	88718	14598375	14875597	1	14687016	14687092
04e	88717	88718	14598375	14875597	1	14687091	14687092
04e	93640	93670	14598375	14875597	1	14692014	14692044
04e	93640	93976	14598375	14875597	1	14692014	14692350
04e	93791	93976	14598375	14875597	1	14692165	14692350
04e	94860	94867	14598375	14875597	1	14693234	14693241
04e	104440	104465	14598375	14875597	1	14702814	14702839
04e	108147	108191	14598375	14875597	1	14706521	14706565
04e	113639	113774	14598375	14875597	1	14712013	14712148
04e	113742	113753	14598375	14875597	1	14712116	14712127
04e	113753	113774	14598375	14875597	1	14712127	14712148
04e	116145	116146	14598375	14875597	1	14714519	14714520
04e	116224	116226	14598375	14875597	1	14714598	14714600
04e	126224	126232	14598375	14875597	1	14724598	14724606
04e	126493	126532	14598375	14875597	1	14724867	14724906
04e	126500	126508	14598375	14875597	1	14724874	14724882
04e	129646	129650	14598375	14875597	1	14728020	14728024
04e	130934	130987	14598375	14875597	1	14729308	14729361
04e	131158	131160	14598375	14875597	1	14729532	14729534
04e	132847	132849	14598375	14875597	1	14731221	14731223
04e	132847	132861	14598375	14875597	1	14731221	14731235
04e	135003	135004	14598375	14875597	1	14733377	14733378
04e	142594	188403	14598375	14875597	1	14740968	14786777
04e	142606	144591	14598375	14875597	1	14740980	14742965
04e	142606	142740	14598375	14875597	1	14740980	14741114
04e	143110	143226	14598375	14875597	1	14741484	14741600
04e	143515	143660	14598375	14875597	1	14741889	14742034
04e	143515	144169	14598375	14875597	1	14741889	14742543
04e	144274	144301	14598375	14875597	1	14742648	14742675
04e	144859	145265	14598375	14875597	1	14743233	14743639
04e	144859	144894	14598375	14875597	1	14743233	14743268
04e	144859	145002	14598375	14875597	1	14743233	14743376
04e	145499	146161	14598375	14875597	1	14743873	14744535
04e	145582	145589	14598375	14875597	1	14743956	14743963
04e	145582	145702	14598375	14875597	1	14743956	14744076
04e	145582	145866	14598375	14875597	1	14743956	14744240
04e	146161	146196	14598375	14875597	1	14744535	14744570
04e	146192	148112	14598375	14875597	1	14744566	14746486
04e	146438	146880	14598375	14875597	1	14744812	14745254
04e	146785	146880	14598375	14875597	1	14745159	14745254
04e	147185	147364	14598375	14875597	1	14745559	14745738
04e	147185	147212	14598375	14875597	1	14745559	14745586
04e	147349	147579	14598375	14875597	1	14745723	14745953
04e	147576	147589	14598375	14875597	1	14745950	14745963
04e	147579	147645	14598375	14875597	1	14745953	14746019
04e	147741	148212	14598375	14875597	1	14746115	14746586
04e	148163	148941	14598375	14875597	1	14746537	14747315
04e	148163	148190	14598375	14875597	1	14746537	14746564
04e	148184	148186	14598375	14875597	1	14746558	14746560
04e	148309	148323	14598375	14875597	1	14746683	14746697
04e	148681	149198	14598375	14875597	1	14747055	14747572
04e	148933	149198	14598375	14875597	1	14747307	14747572
04e	149081	149198	14598375	14875597	1	14747455	14747572
04e	149109	149452	14598375	14875597	1	14747483	14747826
04e	149297	150383	14598375	14875597	1	14747671	14748757
04e	149443	149452	14598375	14875597	1	14747817	14747826
04e	149874	149946	14598375	14875597	1	14748248	14748320
04e	149874	150152	14598375	14875597	1	14748248	14748526
04e	150325	150356	14598375	14875597	1	14748699	14748730
04e	150623	150682	14598375	14875597	1	14748997	14749056
04e	150633	150635	14598375	14875597	1	14749007	14749009
04e	150682	152922	14598375	14875597	1	14749056	14751296
04e	151239	151247	14598375	14875597	1	14749613	14749621
04e	151239	151640	14598375	14875597	1	14749613	14750014
04e	151640	151949	14598375	14875597	1	14750014	14750323
04e	151726	151949	14598375	14875597	1	14750100	14750323
04e	151726	152147	14598375	14875597	1	14750100	14750521
04e	152018	152147	14598375	14875597	1	14750392	14750521
04e	152130	152147	14598375	14875597	1	14750504	14750521
04e	152394	152545	14598375	14875597	1	14750768	14750919
04e	152394	152479	14598375	14875597	1	14750768	14750853
04e	152617	153087	14598375	14875597	1	14750991	14751461
04e	152896	152922	14598375	14875597	1	14751270	14751296
04e	153071	153689	14598375	14875597	1	14751445	14752063
04e	153071	153087	14598375	14875597	1	14751445	14751461
04e	153384	153593	14598375	14875597	1	14751758	14751967
04e	153452	153824	14598375	14875597	1	14751826	14752198
04e	153452	153593	14598375	14875597	1	14751826	14751967
04e	153808	154143	14598375	14875597	1	14752182	14752517
04e	153868	153897	14598375	14875597	1	14752242	14752271
04e	153868	154000	14598375	14875597	1	14752242	14752374
04e	153960	154143	14598375	14875597	1	14752334	14752517
04e	154415	154945	14598375	14875597	1	14752789	14753319
04e	155003	155085	14598375	14875597	1	14753377	14753459
04e	155085	155155	14598375	14875597	1	14753459	14753529
04e	155154	156029	14598375	14875597	1	14753528	14754403
04e	155154	155155	14598375	14875597	1	14753528	14753529
04e	155281	155290	14598375	14875597	1	14753655	14753664
04e	155462	155515	14598375	14875597	1	14753836	14753889
04e	155811	156148	14598375	14875597	1	14754185	14754522
04e	155811	155927	14598375	14875597	1	14754185	14754301
04e	155823	155883	14598375	14875597	1	14754197	14754257
04e	155904	156148	14598375	14875597	1	14754278	14754522
04e	156069	157951	14598375	14875597	1	14754443	14756325
04e	156069	156256	14598375	14875597	1	14754443	14754630
04e	156287	156383	14598375	14875597	1	14754661	14754757
04e	156555	156877	14598375	14875597	1	14754929	14755251
04e	156571	157187	14598375	14875597	1	14754945	14755561
04e	156828	156877	14598375	14875597	1	14755202	14755251
04e	157216	157263	14598375	14875597	1	14755590	14755637
04e	157216	157469	14598375	14875597	1	14755590	14755843
04e	157344	157357	14598375	14875597	1	14755718	14755731
04e	157357	157469	14598375	14875597	1	14755731	14755843
04e	157418	157458	14598375	14875597	1	14755792	14755832
04e	157468	157469	14598375	14875597	1	14755842	14755843
04e	157745	157912	14598375	14875597	1	14756119	14756286
04e	157745	157951	14598375	14875597	1	14756119	14756325
04e	157912	157951	14598375	14875597	1	14756286	14756325
04e	157951	158098	14598375	14875597	1	14756325	14756472
04e	158095	158912	14598375	14875597	1	14756469	14757286
04e	158345	158451	14598375	14875597	1	14756719	14756825
04e	158665	158996	14598375	14875597	1	14757039	14757370
04e	158665	159416	14598375	14875597	1	14757039	14757790
04e	158956	158996	14598375	14875597	1	14757330	14757370
04e	159054	159225	14598375	14875597	1	14757428	14757599
04e	159107	159203	14598375	14875597	1	14757481	14757577
04e	159208	159435	14598375	14875597	1	14757582	14757809
04e	159364	159489	14598375	14875597	1	14757738	14757863
04e	159364	159416	14598375	14875597	1	14757738	14757790
04e	159435	160061	14598375	14875597	1	14757809	14758435
04e	159477	159518	14598375	14875597	1	14757851	14757892
04e	159489	159518	14598375	14875597	1	14757863	14757892
04e	159518	160975	14598375	14875597	1	14757892	14759349
04e	159617	160061	14598375	14875597	1	14757991	14758435
04e	160038	160455	14598375	14875597	1	14758412	14758829
04e	160492	160636	14598375	14875597	1	14758866	14759010
04e	160492	160549	14598375	14875597	1	14758866	14758923
04e	160592	160807	14598375	14875597	1	14758966	14759181
04e	160636	160975	14598375	14875597	1	14759010	14759349
04e	160842	160884	14598375	14875597	1	14759216	14759258
04e	161108	161154	14598375	14875597	1	14759482	14759528
04e	161108	161382	14598375	14875597	1	14759482	14759756
04e	161131	161200	14598375	14875597	1	14759505	14759574
04e	161200	161862	14598375	14875597	1	14759574	14760236
04e	161268	161382	14598375	14875597	1	14759642	14759756
04e	161381	161535	14598375	14875597	1	14759755	14759909
04e	162390	162648	14598375	14875597	1	14760764	14761022
04e	162390	162423	14598375	14875597	1	14760764	14760797
04e	162390	162471	14598375	14875597	1	14760764	14760845
04e	162874	162993	14598375	14875597	1	14761248	14761367
04e	162874	162903	14598375	14875597	1	14761248	14761277
04e	163332	163931	14598375	14875597	1	14761706	14762305
04e	163506	163738	14598375	14875597	1	14761880	14762112
04e	163690	163911	14598375	14875597	1	14762064	14762285
04e	163738	164019	14598375	14875597	1	14762112	14762393
04e	163931	164304	14598375	14875597	1	14762305	14762678
04e	163994	165535	14598375	14875597	1	14762368	14763909
04e	164231	164238	14598375	14875597	1	14762605	14762612
04e	164258	164277	14598375	14875597	1	14762632	14762651
04e	164441	164442	14598375	14875597	1	14762815	14762816
04e	164441	164552	14598375	14875597	1	14762815	14762926
04e	164491	164552	14598375	14875597	1	14762865	14762926
04e	164506	164751	14598375	14875597	1	14762880	14763125
04e	164741	164771	14598375	14875597	1	14763115	14763145
04e	164751	164803	14598375	14875597	1	14763125	14763177
04e	165065	165264	14598375	14875597	1	14763439	14763638
04e	165065	165122	14598375	14875597	1	14763439	14763496
04e	165187	165246	14598375	14875597	1	14763561	14763620
04e	165559	165584	14598375	14875597	1	14763933	14763958
04e	165647	166491	14598375	14875597	1	14764021	14764865
04e	166655	166908	14598375	14875597	1	14765029	14765282
04e	166673	167689	14598375	14875597	1	14765047	14766063
04e	166782	166908	14598375	14875597	1	14765156	14765282
04e	167197	167550	14598375	14875597	1	14765571	14765924
04e	167197	167226	14598375	14875597	1	14765571	14765600
04e	167197	167224	14598375	14875597	1	14765571	14765598
04e	167550	167598	14598375	14875597	1	14765924	14765972
04e	167973	169033	14598375	14875597	1	14766347	14767407
04e	168067	168095	14598375	14875597	1	14766441	14766469
04e	168218	168254	14598375	14875597	1	14766592	14766628
04e	168218	168336	14598375	14875597	1	14766592	14766710
04e	168421	168429	14598375	14875597	1	14766795	14766803
04e	168573	168591	14598375	14875597	1	14766947	14766965
04e	168673	168724	14598375	14875597	1	14767047	14767098
04e	168724	168822	14598375	14875597	1	14767098	14767196
04e	168724	168964	14598375	14875597	1	14767098	14767338
04e	168766	168822	14598375	14875597	1	14767140	14767196
04e	169018	169033	14598375	14875597	1	14767392	14767407
04e	169018	169022	14598375	14875597	1	14767392	14767396
04e	169022	169200	14598375	14875597	1	14767396	14767574
04e	169078	169094	14598375	14875597	1	14767452	14767468
04e	169078	169200	14598375	14875597	1	14767452	14767574
04e	169167	169644	14598375	14875597	1	14767541	14768018
04e	169361	169497	14598375	14875597	1	14767735	14767871
04e	169382	169403	14598375	14875597	1	14767756	14767777
04e	169597	169696	14598375	14875597	1	14767971	14768070
04e	169692	170158	14598375	14875597	1	14768066	14768532
04e	169764	169866	14598375	14875597	1	14768138	14768240
04e	169776	169785	14598375	14875597	1	14768150	14768159
04e	169866	169930	14598375	14875597	1	14768240	14768304
04e	169993	170098	14598375	14875597	1	14768367	14768472
04e	170280	170948	14598375	14875597	1	14768654	14769322
04e	170353	170360	14598375	14875597	1	14768727	14768734
04e	170417	170533	14598375	14875597	1	14768791	14768907
04e	170572	170670	14598375	14875597	1	14768946	14769044
04e	170670	170724	14598375	14875597	1	14769044	14769098
04e	170692	170711	14598375	14875597	1	14769066	14769085
04e	170711	170832	14598375	14875597	1	14769085	14769206
04e	170724	170832	14598375	14875597	1	14769098	14769206
04e	170814	170832	14598375	14875597	1	14769188	14769206
04e	171114	171743	14598375	14875597	1	14769488	14770117
04e	171114	171121	14598375	14875597	1	14769488	14769495
04e	171218	171385	14598375	14875597	1	14769592	14769759
04e	171299	171465	14598375	14875597	1	14769673	14769839
04e	171362	171366	14598375	14875597	1	14769736	14769740
04e	171670	171806	14598375	14875597	1	14770044	14770180
04e	171806	172509	14598375	14875597	1	14770180	14770883
04e	171806	171885	14598375	14875597	1	14770180	14770259
04e	171828	171978	14598375	14875597	1	14770202	14770352
04e	171850	171855	14598375	14875597	1	14770224	14770229
04e	171978	172509	14598375	14875597	1	14770352	14770883
04e	172087	172242	14598375	14875597	1	14770461	14770616
04e	172644	173226	14598375	14875597	1	14771018	14771600
04e	172644	172681	14598375	14875597	1	14771018	14771055
04e	172644	172795	14598375	14875597	1	14771018	14771169
04e	172846	172940	14598375	14875597	1	14771220	14771314
04e	172846	173069	14598375	14875597	1	14771220	14771443
04e	172951	173009	14598375	14875597	1	14771325	14771383
04e	173069	173163	14598375	14875597	1	14771443	14771537
04e	173712	173735	14598375	14875597	1	14772086	14772109
04e	173907	174842	14598375	14875597	1	14772281	14773216
04e	173907	174242	14598375	14875597	1	14772281	14772616
04e	174182	174259	14598375	14875597	1	14772556	14772633
04e	174440	174668	14598375	14875597	1	14772814	14773042
04e	175046	175860	14598375	14875597	1	14773420	14774234
04e	175090	175126	14598375	14875597	1	14773464	14773500
04e	175090	175092	14598375	14875597	1	14773464	14773466
04e	175836	175918	14598375	14875597	1	14774210	14774292
04e	175918	176430	14598375	14875597	1	14774292	14774804
04e	175934	175950	14598375	14875597	1	14774308	14774324
04e	176015	176028	14598375	14875597	1	14774389	14774402
04e	176293	176310	14598375	14875597	1	14774667	14774684
04e	176293	176346	14598375	14875597	1	14774667	14774720
04e	176427	176430	14598375	14875597	1	14774801	14774804
04e	176792	179394	14598375	14875597	1	14775166	14777768
04e	176792	177187	14598375	14875597	1	14775166	14775561
04e	176874	177096	14598375	14875597	1	14775248	14775470
04e	177096	177215	14598375	14875597	1	14775470	14775589
04e	177215	177259	14598375	14875597	1	14775589	14775633
04e	177238	177259	14598375	14875597	1	14775612	14775633
04e	177531	177534	14598375	14875597	1	14775905	14775908
04e	177630	177632	14598375	14875597	1	14776004	14776006
04e	177630	177650	14598375	14875597	1	14776004	14776024
04e	177648	177650	14598375	14875597	1	14776022	14776024
04e	177769	177770	14598375	14875597	1	14776143	14776144
04e	177769	177776	14598375	14875597	1	14776143	14776150
04e	177769	178083	14598375	14875597	1	14776143	14776457
04e	177807	178083	14598375	14875597	1	14776181	14776457
04e	177850	178173	14598375	14875597	1	14776224	14776547
04e	178173	178564	14598375	14875597	1	14776547	14776938
04e	178509	178564	14598375	14875597	1	14776883	14776938
04e	178909	179228	14598375	14875597	1	14777283	14777602
04e	179216	179369	14598375	14875597	1	14777590	14777743
04e	179369	179394	14598375	14875597	1	14777743	14777768
04e	179394	179643	14598375	14875597	1	14777768	14778017
04e	179394	179457	14598375	14875597	1	14777768	14777831
04e	179442	179666	14598375	14875597	1	14777816	14778040
04e	179442	179457	14598375	14875597	1	14777816	14777831
04e	179705	180748	14598375	14875597	1	14778079	14779122
04e	179784	180269	14598375	14875597	1	14778158	14778643
04e	180048	180050	14598375	14875597	1	14778422	14778424
04e	180625	180630	14598375	14875597	1	14778999	14779004
04e	180640	180668	14598375	14875597	1	14779014	14779042
04e	180640	180712	14598375	14875597	1	14779014	14779086
04e	180712	180731	14598375	14875597	1	14779086	14779105
04e	180942	181948	14598375	14875597	1	14779316	14780322
04e	181257	181286	14598375	14875597	1	14779631	14779660
04e	181257	181470	14598375	14875597	1	14779631	14779844
04e	181390	181470	14598375	14875597	1	14779764	14779844
04e	181641	181813	14598375	14875597	1	14780015	14780187
04e	181641	181948	14598375	14875597	1	14780015	14780322
04e	181939	181948	14598375	14875597	1	14780313	14780322
04e	182410	185913	14598375	14875597	1	14780784	14784287
04e	182418	182428	14598375	14875597	1	14780792	14780802
04e	183265	183751	14598375	14875597	1	14781639	14782125
04e	183265	183470	14598375	14875597	1	14781639	14781844
04e	183376	183720	14598375	14875597	1	14781750	14782094
04e	183592	185568	14598375	14875597	1	14781966	14783942
04e	183800	185568	14598375	14875597	1	14782174	14783942
04e	183800	183903	14598375	14875597	1	14782174	14782277
04e	184146	185913	14598375	14875597	1	14782520	14784287
04e	185997	186015	14598375	14875597	1	14784371	14784389
04e	185997	186264	14598375	14875597	1	14784371	14784638
04e	186705	186711	14598375	14875597	1	14785079	14785085
04e	187794	191839	14598375	14875597	1	14786168	14790213
04e	188738	195590	14598375	14875597	1	14787112	14793964
04e	191585	191613	14598375	14875597	1	14789959	14789987
04e	191750	191839	14598375	14875597	1	14790124	14790213
04e	194346	194516	14598375	14875597	1	14792720	14792890
04e	194437	195394	14598375	14875597	1	14792811	14793768
04e	195207	201004	14598375	14875597	1	14793581	14799378
04e	195909	196179	14598375	14875597	1	14794283	14794553
04e	197461	197464	14598375	14875597	1	14795835	14795838
04e	197830	211986	14598375	14875597	1	14796204	14810360
04e	198055	198078	14598375	14875597	1	14796429	14796452
04e	198763	198803	14598375	14875597	1	14797137	14797177
04e	198802	198803	14598375	14875597	1	14797176	14797177
04e	198993	199029	14598375	14875597	1	14797367	14797403
04e	198996	199029	14598375	14875597	1	14797370	14797403
04e	199153	199192	14598375	14875597	1	14797527	14797566
04e	199192	199314	14598375	14875597	1	14797566	14797688
04e	199310	199481	14598375	14875597	1	14797684	14797855
04e	199344	199377	14598375	14875597	1	14797718	14797751
04e	199525	199698	14598375	14875597	1	14797899	14798072
04e	199674	199807	14598375	14875597	1	14798048	14798181
04e	199741	199742	14598375	14875597	1	14798115	14798116
04e	199925	200085	14598375	14875597	1	14798299	14798459
04e	200124	200208	14598375	14875597	1	14798498	14798582
04e	201147	202044	14598375	14875597	1	14799521	14800418
04e	201486	201487	14598375	14875597	1	14799860	14799861
04e	201899	202044	14598375	14875597	1	14800273	14800418
04e	202126	202433	14598375	14875597	1	14800500	14800807
04e	202126	202273	14598375	14875597	1	14800500	14800647
04e	202163	202273	14598375	14875597	1	14800537	14800647
04e	202372	202433	14598375	14875597	1	14800746	14800807
04e	202739	203052	14598375	14875597	1	14801113	14801426
04e	202970	203052	14598375	14875597	1	14801344	14801426
04e	202970	203018	14598375	14875597	1	14801344	14801392
04e	203274	207324	14598375	14875597	1	14801648	14805698
04e	203274	203286	14598375	14875597	1	14801648	14801660
04e	203436	203682	14598375	14875597	1	14801810	14802056
04e	203463	203505	14598375	14875597	1	14801837	14801879
04e	203592	203682	14598375	14875597	1	14801966	14802056
04e	204730	204770	14598375	14875597	1	14803104	14803144
04e	206596	206627	14598375	14875597	1	14804970	14805001
04e	208655	208679	14598375	14875597	1	14807029	14807053
04e	208867	208994	14598375	14875597	1	14807241	14807368
04e	208994	209066	14598375	14875597	1	14807368	14807440
04e	211117	211118	14598375	14875597	1	14809491	14809492
04e	211117	211397	14598375	14875597	1	14809491	14809771
04e	213594	226940	14598375	14875597	1	14811968	14825314
04e	217124	217727	14598375	14875597	1	14815498	14816101
04e	218759	222363	14598375	14875597	1	14817133	14820737
04e	219877	219913	14598375	14875597	1	14818251	14818287
04e	220055	220082	14598375	14875597	1	14818429	14818456
04e	220076	220191	14598375	14875597	1	14818450	14818565
04e	220730	220850	14598375	14875597	1	14819104	14819224
04e	220730	221142	14598375	14875597	1	14819104	14819516
04e	220730	221645	14598375	14875597	1	14819104	14820019
04e	221517	221763	14598375	14875597	1	14819891	14820137
04e	221517	221901	14598375	14875597	1	14819891	14820275
04e	221762	222202	14598375	14875597	1	14820136	14820576
04e	222137	222202	14598375	14875597	1	14820511	14820576
04e	222336	222343	14598375	14875597	1	14820710	14820717
04e	222477	223374	14598375	14875597	1	14820851	14821748
04e	222477	222660	14598375	14875597	1	14820851	14821034
04e	222660	222711	14598375	14875597	1	14821034	14821085
04e	222705	222711	14598375	14875597	1	14821079	14821085
04e	222708	222711	14598375	14875597	1	14821082	14821085
04e	222916	222946	14598375	14875597	1	14821290	14821320
04e	223069	223351	14598375	14875597	1	14821443	14821725
04e	223199	223351	14598375	14875597	1	14821573	14821725
04e	223298	223351	14598375	14875597	1	14821672	14821725
04e	224554	224579	14598375	14875597	1	14822928	14822953
04e	225794	225809	14598375	14875597	1	14824168	14824183
04e	226117	226940	14598375	14875597	1	14824491	14825314
04e	226117	226349	14598375	14875597	1	14824491	14824723
04e	226167	226358	14598375	14875597	1	14824541	14824732
04e	226444	226462	14598375	14875597	1	14824818	14824836
04e	226444	226577	14598375	14875597	1	14824818	14824951
04e	226577	226750	14598375	14875597	1	14824951	14825124
04e	226739	226750	14598375	14875597	1	14825113	14825124
04e	226739	227184	14598375	14875597	1	14825113	14825558
04e	227097	227184	14598375	14875597	1	14825471	14825558
04e	227097	227716	14598375	14875597	1	14825471	14826090
04e	227097	229891	14598375	14875597	1	14825471	14828265
04e	227361	227883	14598375	14875597	1	14825735	14826257
04e	228111	228117	14598375	14875597	1	14826485	14826491
04e	228111	228633	14598375	14875597	1	14826485	14827007
04e	228117	228504	14598375	14875597	1	14826491	14826878
04e	228117	228424	14598375	14875597	1	14826491	14826798
04e	228371	228633	14598375	14875597	1	14826745	14827007
04e	228633	232911	14598375	14875597	1	14827007	14831285
04e	230064	230102	14598375	14875597	1	14828438	14828476
04e	230261	230414	14598375	14875597	1	14828635	14828788
04e	230741	230959	14598375	14875597	1	14829115	14829333
04e	230947	230962	14598375	14875597	1	14829321	14829336
04e	230947	230959	14598375	14875597	1	14829321	14829333
04e	231812	233682	14598375	14875597	1	14830186	14832056
04e	232037	232065	14598375	14875597	1	14830411	14830439
04e	232065	232108	14598375	14875597	1	14830439	14830482
04e	233662	233682	14598375	14875597	1	14832036	14832056
04e	233662	233757	14598375	14875597	1	14832036	14832131
04e	233662	234530	14598375	14875597	1	14832036	14832904
04e	233664	233757	14598375	14875597	1	14832038	14832131
04e	233691	234216	14598375	14875597	1	14832065	14832590
04e	233691	233736	14598375	14875597	1	14832065	14832110
04e	233757	234216	14598375	14875597	1	14832131	14832590
04e	234056	234094	14598375	14875597	1	14832430	14832468
04e	234333	234486	14598375	14875597	1	14832707	14832860
04e	234369	234530	14598375	14875597	1	14832743	14832904
04e	234530	234619	14598375	14875597	1	14832904	14832993
04e	234677	234741	14598375	14875597	1	14833051	14833115
04e	235038	235066	14598375	14875597	1	14833412	14833440
04e	235194	235278	14598375	14875597	1	14833568	14833652
04e	235562	235644	14598375	14875597	1	14833936	14834018
04e	235562	235567	14598375	14875597	1	14833936	14833941
04e	235567	235693	14598375	14875597	1	14833941	14834067
04e	235655	235889	14598375	14875597	1	14834029	14834263
04e	235655	235657	14598375	14875597	1	14834029	14834031
04e	235655	244747	14598375	14875597	1	14834029	14843121
04e	235739	235764	14598375	14875597	1	14834113	14834138
04e	235750	236018	14598375	14875597	1	14834124	14834392
04e	235831	235850	14598375	14875597	1	14834205	14834224
04e	235928	236712	14598375	14875597	1	14834302	14835086
