SubRegion	GC_Beg	GC_End	ST_Beg	ST_End	ST_Ori	ABeg	AEnd
11a	260206	260605	15656352	16000000	1	15916557	15916956
11a	261922	261923	15656352	16000000	1	15918273	15918274
11a	264233	264727	15656352	16000000	1	15920584	15921078
11a	265097	265271	15656352	16000000	1	15921448	15921622
11a	266476	266993	15656352	16000000	1	15922827	15923344
11a	266861	274742	15656352	16000000	1	15923212	15931093
11a	266861	266993	15656352	16000000	1	15923212	15923344
11a	269048	269146	15656352	16000000	1	15925399	15925497
11a	281266	282869	15656352	16000000	1	15937617	15939220
11a	282094	282707	15656352	16000000	1	15938445	15939058
11a	282094	282847	15656352	16000000	1	15938445	15939198
11a	286204	286661	15656352	16000000	1	15942555	15943012
11a	287497	287509	15656352	16000000	1	15943848	15943860
11a	288452	288669	15656352	16000000	1	15944803	15945020
11a	288621	288669	15656352	16000000	1	15944972	15945020
11a	288663	288669	15656352	16000000	1	15945014	15945020
11a	293942	293956	15656352	16000000	1	15950293	15950307
11a	301976	301980	15656352	16000000	1	15958327	15958331
11a	304446	304466	15656352	16000000	1	15960797	15960817
11a	312223	312228	15656352	16000000	1	15968574	15968579
11a	312228	312261	15656352	16000000	1	15968579	15968612
11a	314465	320402	15656352	16000000	1	15970816	15976753
11a	315650	315652	15656352	16000000	1	15972001	15972003
11a	315650	315664	15656352	16000000	1	15972001	15972015
11a	318223	318262	15656352	16000000	1	15974574	15974613
11a	320079	320402	15656352	16000000	1	15976430	15976753
11a	320079	320109	15656352	16000000	1	15976430	15976460
11a	320124	320171	15656352	16000000	1	15976475	15976522
11a	320124	320152	15656352	16000000	1	15976475	15976503
11a	320355	320458	15656352	16000000	1	15976706	15976809
11a	320355	320385	15656352	16000000	1	15976706	15976736
11a	322350	322897	15656352	16000000	1	15978701	15979248
11a	322622	328892	15656352	16000000	1	15978973	15985243
11a	323668	323712	15656352	16000000	1	15980019	15980063
11a	323697	323712	15656352	16000000	1	15980048	15980063
11a	324083	324644	15656352	16000000	1	15980434	15980995
11a	324083	324129	15656352	16000000	1	15980434	15980480
11a	324083	324599	15656352	16000000	1	15980434	15980950
11a	324365	324644	15656352	16000000	1	15980716	15980995
11a	324809	324867	15656352	16000000	1	15981160	15981218
11a	325222	325229	15656352	16000000	1	15981573	15981580
11a	325291	325309	15656352	16000000	1	15981642	15981660
11a	326633	326639	15656352	16000000	1	15982984	15982990
11a	327468	327618	15656352	16000000	1	15983819	15983969
11a	327468	327475	15656352	16000000	1	15983819	15983826
11a	327472	327475	15656352	16000000	1	15983823	15983826
11a	329311	329401	15656352	16000000	1	15985662	15985752
11a	330267	330360	15656352	16000000	1	15986618	15986711
11a	330267	330291	15656352	16000000	1	15986618	15986642
11a	330298	330358	15656352	16000000	1	15986649	15986709
11a	331147	331190	15656352	16000000	1	15987498	15987541
11a	331254	333724	15656352	16000000	1	15987605	15990075
11a	333719	333724	15656352	16000000	1	15990070	15990075
11a	334153	338967	15656352	16000000	1	15990504	15995318
11a	334153	334598	15656352	16000000	1	15990504	15990949
11a	334176	334596	15656352	16000000	1	15990527	15990947
11a	334284	334596	15656352	16000000	1	15990635	15990947
11a	336288	337680	15656352	16000000	1	15992639	15994031
11a	337603	337617	15656352	16000000	1	15993954	15993968
11a	337634	337680	15656352	16000000	1	15993985	15994031
11a	338408	338856	15656352	16000000	1	15994759	15995207
11a	338827	338856	15656352	16000000	1	15995178	15995207
11a	340354	340355	15656352	16000000	1	15996705	15996706
11a	340790	340826	15656352	16000000	1	15997141	15997177
11a	342076	343640	15656352	16000000	1	15998427	15999991
11a	342464	342468	15656352	16000000	1	15998815	15998819
11a	343184	343640	15656352	16000000	1	15999535	15999991
11a	343222	343640	15656352	16000000	1	15999573	15999991
11b	4	5686	16000001	16250000	1	16000004	16005686
11b	2880	3159	16000001	16250000	1	16002880	16003159
11b	3147	3159	16000001	16250000	1	16003147	16003159
11b	3406	3738	16000001	16250000	1	16003406	16003738
11b	9641	9822	16000001	16250000	1	16009641	16009822
11b	9641	9827	16000001	16250000	1	16009641	16009827
11b	12997	12998	16000001	16250000	1	16012997	16012998
11b	14414	14447	16000001	16250000	1	16014414	16014447
11b	16331	16343	16000001	16250000	1	16016331	16016343
11b	18324	20411	16000001	16250000	1	16018324	16020411
11b	18860	18911	16000001	16250000	1	16018860	16018911
11b	24119	24146	16000001	16250000	1	16024119	16024146
11b	24472	24479	16000001	16250000	1	16024472	16024479
11b	26971	26972	16000001	16250000	1	16026971	16026972
11b	27189	27509	16000001	16250000	1	16027189	16027509
11b	27406	27438	16000001	16250000	1	16027406	16027438
11b	27406	27509	16000001	16250000	1	16027406	16027509
11b	28143	28172	16000001	16250000	1	16028143	16028172
11b	33908	34145	16000001	16250000	1	16033908	16034145
11b	36673	36696	16000001	16250000	1	16036673	16036696
11b	38453	38494	16000001	16250000	1	16038453	16038494
11b	39403	39548	16000001	16250000	1	16039403	16039548
11b	49558	60729	16000001	16250000	1	16049558	16060729
11b	49558	49723	16000001	16250000	1	16049558	16049723
11b	49558	50025	16000001	16250000	1	16049558	16050025
11b	49825	50025	16000001	16250000	1	16049825	16050025
11b	49825	49912	16000001	16250000	1	16049825	16049912
11b	49897	49912	16000001	16250000	1	16049897	16049912
11b	49944	50025	16000001	16250000	1	16049944	16050025
11b	51189	51873	16000001	16250000	1	16051189	16051873
11b	51340	51381	16000001	16250000	1	16051340	16051381
11b	51672	51873	16000001	16250000	1	16051672	16051873
11b	52119	52227	16000001	16250000	1	16052119	16052227
11b	53184	53544	16000001	16250000	1	16053184	16053544
11b	55053	55068	16000001	16250000	1	16055053	16055068
11b	55908	56094	16000001	16250000	1	16055908	16056094
11b	56472	56511	16000001	16250000	1	16056472	16056511
11b	56751	56832	16000001	16250000	1	16056751	16056832
11b	57429	57688	16000001	16250000	1	16057429	16057688
11b	57480	57668	16000001	16250000	1	16057480	16057668
11b	57480	57660	16000001	16250000	1	16057480	16057660
11b	57480	57651	16000001	16250000	1	16057480	16057651
11b	57660	57688	16000001	16250000	1	16057660	16057688
11b	57679	57683	16000001	16250000	1	16057679	16057683
11b	58156	58216	16000001	16250000	1	16058156	16058216
11b	58749	59058	16000001	16250000	1	16058749	16059058
11b	58749	58831	16000001	16250000	1	16058749	16058831
11b	59021	59058	16000001	16250000	1	16059021	16059058
11b	59239	59495	16000001	16250000	1	16059239	16059495
11b	59678	59795	16000001	16250000	1	16059678	16059795
11b	59678	59695	16000001	16250000	1	16059678	16059695
11b	59695	59795	16000001	16250000	1	16059695	16059795
11b	60364	60533	16000001	16250000	1	16060364	16060533
11b	60389	60392	16000001	16250000	1	16060389	16060392
11b	60458	60533	16000001	16250000	1	16060458	16060533
11b	60625	60673	16000001	16250000	1	16060625	16060673
11b	61309	61320	16000001	16250000	1	16061309	16061320
11b	62974	62996	16000001	16250000	1	16062974	16062996
11b	62974	62976	16000001	16250000	1	16062974	16062976
11b	67103	67609	16000001	16250000	1	16067103	16067609
11b	67579	67609	16000001	16250000	1	16067579	16067609
11b	67579	67585	16000001	16250000	1	16067579	16067585
11b	70251	71669	16000001	16250000	1	16070251	16071669
11b	70296	70308	16000001	16250000	1	16070296	16070308
11b	70927	70933	16000001	16250000	1	16070927	16070933
11b	71666	71669	16000001	16250000	1	16071666	16071669
11b	71666	71787	16000001	16250000	1	16071666	16071787
11b	78231	82955	16000001	16250000	1	16078231	16082955
11b	78290	79478	16000001	16250000	1	16078290	16079478
11b	78398	78450	16000001	16250000	1	16078398	16078450
11b	78650	78983	16000001	16250000	1	16078650	16078983
11b	78650	78758	16000001	16250000	1	16078650	16078758
11b	79363	79669	16000001	16250000	1	16079363	16079669
11b	79363	79478	16000001	16250000	1	16079363	16079478
11b	79474	79478	16000001	16250000	1	16079474	16079478
11b	79669	79778	16000001	16250000	1	16079669	16079778
11b	80279	80308	16000001	16250000	1	16080279	16080308
11b	80701	80895	16000001	16250000	1	16080701	16080895
11b	80821	83380	16000001	16250000	1	16080821	16083380
11b	80859	80895	16000001	16250000	1	16080859	16080895
11b	80993	81042	16000001	16250000	1	16080993	16081042
11b	80993	81415	16000001	16250000	1	16080993	16081415
11b	80993	81311	16000001	16250000	1	16080993	16081311
11b	81137	81487	16000001	16250000	1	16081137	16081487
11b	81404	81415	16000001	16250000	1	16081404	16081415
11b	83210	249307	16000001	16250000	1	16083210	16249307
11b	83210	83380	16000001	16250000	1	16083210	16083380
11b	83380	83522	16000001	16250000	1	16083380	16083522
11b	83407	83522	16000001	16250000	1	16083407	16083522
11b	83407	83425	16000001	16250000	1	16083407	16083425
11b	83949	83970	16000001	16250000	1	16083949	16083970
11b	83949	83980	16000001	16250000	1	16083949	16083980
11b	83970	84062	16000001	16250000	1	16083970	16084062
11b	83980	83996	16000001	16250000	1	16083980	16083996
11b	85077	85109	16000001	16250000	1	16085077	16085109
11b	86274	86302	16000001	16250000	1	16086274	16086302
11b	86522	86568	16000001	16250000	1	16086522	16086568
11b	87314	87621	16000001	16250000	1	16087314	16087621
11b	87326	88306	16000001	16250000	1	16087326	16088306
11b	87677	87681	16000001	16250000	1	16087677	16087681
11b	87962	87963	16000001	16250000	1	16087962	16087963
11b	88035	88996	16000001	16250000	1	16088035	16088996
11b	88035	88306	16000001	16250000	1	16088035	16088306
11b	88272	88306	16000001	16250000	1	16088272	16088306
11b	88349	88351	16000001	16250000	1	16088349	16088351
11b	88845	88996	16000001	16250000	1	16088845	16088996
11b	88995	90211	16000001	16250000	1	16088995	16090211
11b	89358	89834	16000001	16250000	1	16089358	16089834
11b	90211	90404	16000001	16250000	1	16090211	16090404
11b	90872	90976	16000001	16250000	1	16090872	16090976
11b	90872	91107	16000001	16250000	1	16090872	16091107
11b	90912	91004	16000001	16250000	1	16090912	16091004
11b	90951	91004	16000001	16250000	1	16090951	16091004
11b	91385	91853	16000001	16250000	1	16091385	16091853
11b	91663	92103	16000001	16250000	1	16091663	16092103
11b	91852	98530	16000001	16250000	1	16091852	16098530
11b	92034	92103	16000001	16250000	1	16092034	16092103
11b	92397	92421	16000001	16250000	1	16092397	16092421
11b	92461	92745	16000001	16250000	1	16092461	16092745
11b	92461	92463	16000001	16250000	1	16092461	16092463
11b	92553	92577	16000001	16250000	1	16092553	16092577
11b	92721	92745	16000001	16250000	1	16092721	16092745
11b	95343	95552	16000001	16250000	1	16095343	16095552
11b	96685	96822	16000001	16250000	1	16096685	16096822
11b	96685	96973	16000001	16250000	1	16096685	16096973
11b	98091	98106	16000001	16250000	1	16098091	16098106
11b	98440	98484	16000001	16250000	1	16098440	16098484
11b	98440	98894	16000001	16250000	1	16098440	16098894
11b	98440	99102	16000001	16250000	1	16098440	16099102
11b	98662	98894	16000001	16250000	1	16098662	16098894
11b	98739	98820	16000001	16250000	1	16098739	16098820
11b	98960	98995	16000001	16250000	1	16098960	16098995
11b	98960	99102	16000001	16250000	1	16098960	16099102
11b	99102	99122	16000001	16250000	1	16099102	16099122
11b	99223	99324	16000001	16250000	1	16099223	16099324
11b	99364	99777	16000001	16250000	1	16099364	16099777
11b	99529	99639	16000001	16250000	1	16099529	16099639
11b	99545	99777	16000001	16250000	1	16099545	16099777
11b	99601	99730	16000001	16250000	1	16099601	16099730
11b	99730	99777	16000001	16250000	1	16099730	16099777
11b	99990	100297	16000001	16250000	1	16099990	16100297
11b	99990	101272	16000001	16250000	1	16099990	16101272
11b	100297	103064	16000001	16250000	1	16100297	16103064
11b	100508	101657	16000001	16250000	1	16100508	16101657
11b	100508	101043	16000001	16250000	1	16100508	16101043
11b	101238	101272	16000001	16250000	1	16101238	16101272
11b	101657	101767	16000001	16250000	1	16101657	16101767
11b	101657	106206	16000001	16250000	1	16101657	16106206
11b	102023	103064	16000001	16250000	1	16102023	16103064
11b	102343	102565	16000001	16250000	1	16102343	16102565
11b	102651	104028	16000001	16250000	1	16102651	16104028
11b	103257	105977	16000001	16250000	1	16103257	16105977
11b	103257	104365	16000001	16250000	1	16103257	16104365
11b	105150	105326	16000001	16250000	1	16105150	16105326
11b	106840	107090	16000001	16250000	1	16106840	16107090
11b	107127	108260	16000001	16250000	1	16107127	16108260
11b	107127	109028	16000001	16250000	1	16107127	16109028
11b	108060	108563	16000001	16250000	1	16108060	16108563
11b	108788	108811	16000001	16250000	1	16108788	16108811
11b	109238	109833	16000001	16250000	1	16109238	16109833
11b	111640	111657	16000001	16250000	1	16111640	16111657
11b	112436	113281	16000001	16250000	1	16112436	16113281
11b	112798	113076	16000001	16250000	1	16112798	16113076
11b	112798	113281	16000001	16250000	1	16112798	16113281
11b	112823	113800	16000001	16250000	1	16112823	16113800
11b	113189	113281	16000001	16250000	1	16113189	16113281
11b	113467	113696	16000001	16250000	1	16113467	16113696
11b	113467	113474	16000001	16250000	1	16113467	16113474
11b	113554	113555	16000001	16250000	1	16113554	16113555
11b	113554	113841	16000001	16250000	1	16113554	16113841
11b	113606	113841	16000001	16250000	1	16113606	16113841
11b	113746	113800	16000001	16250000	1	16113746	16113800
11b	114204	114225	16000001	16250000	1	16114204	16114225
11b	114217	114252	16000001	16250000	1	16114217	16114252
11b	114250	114252	16000001	16250000	1	16114250	16114252
11b	115457	115806	16000001	16250000	1	16115457	16115806
11b	115457	115521	16000001	16250000	1	16115457	16115521
11b	115505	115521	16000001	16250000	1	16115505	16115521
11b	115948	118350	16000001	16250000	1	16115948	16118350
11b	116384	116474	16000001	16250000	1	16116384	16116474
11b	117224	117240	16000001	16250000	1	16117224	16117240
11b	117240	117267	16000001	16250000	1	16117240	16117267
11b	117294	117792	16000001	16250000	1	16117294	16117792
11b	117792	118115	16000001	16250000	1	16117792	16118115
11b	119604	123149	16000001	16250000	1	16119604	16123149
11b	122375	122383	16000001	16250000	1	16122375	16122383
11b	123023	123106	16000001	16250000	1	16123023	16123106
11b	125255	125262	16000001	16250000	1	16125255	16125262
11b	125523	125856	16000001	16250000	1	16125523	16125856
11b	125700	125856	16000001	16250000	1	16125700	16125856
11b	126525	126531	16000001	16250000	1	16126525	16126531
11b	128661	128663	16000001	16250000	1	16128661	16128663
11b	130296	130404	16000001	16250000	1	16130296	16130404
11b	131350	131679	16000001	16250000	1	16131350	16131679
11b	131801	131805	16000001	16250000	1	16131801	16131805
11b	132231	149676	16000001	16250000	1	16132231	16149676
11b	132430	132450	16000001	16250000	1	16132430	16132450
11b	132430	132432	16000001	16250000	1	16132430	16132432
11b	133892	133894	16000001	16250000	1	16133892	16133894
11b	137795	137889	16000001	16250000	1	16137795	16137889
11b	137833	137926	16000001	16250000	1	16137833	16137926
11b	138314	138316	16000001	16250000	1	16138314	16138316
11b	138314	138395	16000001	16250000	1	16138314	16138395
11b	139819	139835	16000001	16250000	1	16139819	16139835
11b	141581	142260	16000001	16250000	1	16141581	16142260
11b	142004	142331	16000001	16250000	1	16142004	16142331
11b	142268	142569	16000001	16250000	1	16142268	16142569
11b	142402	142446	16000001	16250000	1	16142402	16142446
11b	142436	142569	16000001	16250000	1	16142436	16142569
11b	142616	145262	16000001	16250000	1	16142616	16145262
11b	142889	142917	16000001	16250000	1	16142889	16142917
11b	146150	146507	16000001	16250000	1	16146150	16146507
11b	146150	146660	16000001	16250000	1	16146150	16146660
11b	146626	146660	16000001	16250000	1	16146626	16146660
11b	146901	147089	16000001	16250000	1	16146901	16147089
11b	146901	146907	16000001	16250000	1	16146901	16146907
11b	147089	147094	16000001	16250000	1	16147089	16147094
11b	147152	147514	16000001	16250000	1	16147152	16147514
11b	147309	147321	16000001	16250000	1	16147309	16147321
11b	148807	148829	16000001	16250000	1	16148807	16148829
11b	149105	149118	16000001	16250000	1	16149105	16149118
11b	149219	149288	16000001	16250000	1	16149219	16149288
11b	149498	149676	16000001	16250000	1	16149498	16149676
11b	150634	150637	16000001	16250000	1	16150634	16150637
11b	152357	167344	16000001	16250000	1	16152357	16167344
11b	152891	153590	16000001	16250000	1	16152891	16153590
11b	152891	152898	16000001	16250000	1	16152891	16152898
11b	153710	153741	16000001	16250000	1	16153710	16153741
11b	155945	155992	16000001	16250000	1	16155945	16155992
11b	155945	156053	16000001	16250000	1	16155945	16156053
11b	155945	155995	16000001	16250000	1	16155945	16155995
11b	156299	156310	16000001	16250000	1	16156299	16156310
11b	156482	157217	16000001	16250000	1	16156482	16157217
11b	157028	157151	16000001	16250000	1	16157028	16157151
11b	157710	157711	16000001	16250000	1	16157710	16157711
11b	157710	158571	16000001	16250000	1	16157710	16158571
11b	159010	159565	16000001	16250000	1	16159010	16159565
11b	159010	159149	16000001	16250000	1	16159010	16159149
11b	159214	159513	16000001	16250000	1	16159214	16159513
11b	159420	159440	16000001	16250000	1	16159420	16159440
11b	160155	160226	16000001	16250000	1	16160155	16160226
11b	160155	160162	16000001	16250000	1	16160155	16160162
11b	160196	160994	16000001	16250000	1	16160196	16160994
11b	161771	161820	16000001	16250000	1	16161771	16161820
11b	162803	163468	16000001	16250000	1	16162803	16163468
11b	162803	163284	16000001	16250000	1	16162803	16163284
11b	162926	162927	16000001	16250000	1	16162926	16162927
11b	162998	163000	16000001	16250000	1	16162998	16163000
11b	163203	163284	16000001	16250000	1	16163203	16163284
11b	163321	169782	16000001	16250000	1	16163321	16169782
11b	165934	165941	16000001	16250000	1	16165934	16165941
11b	165934	166246	16000001	16250000	1	16165934	16166246
11b	167570	169782	16000001	16250000	1	16167570	16169782
11b	170819	170849	16000001	16250000	1	16170819	16170849
11b	171590	181208	16000001	16250000	1	16171590	16181208
11b	171721	171728	16000001	16250000	1	16171721	16171728
11b	172263	173745	16000001	16250000	1	16172263	16173745
11b	172986	174700	16000001	16250000	1	16172986	16174700
11b	173547	174248	16000001	16250000	1	16173547	16174248
11b	173547	174199	16000001	16250000	1	16173547	16174199
11b	174248	175395	16000001	16250000	1	16174248	16175395
11b	174560	174562	16000001	16250000	1	16174560	16174562
11b	174700	175017	16000001	16250000	1	16174700	16175017
11b	175017	175395	16000001	16250000	1	16175017	16175395
11b	175370	175395	16000001	16250000	1	16175370	16175395
11b	175444	175452	16000001	16250000	1	16175444	16175452
11b	176381	177697	16000001	16250000	1	16176381	16177697
11b	176381	176913	16000001	16250000	1	16176381	16176913
11b	179649	179662	16000001	16250000	1	16179649	16179662
11b	180128	180617	16000001	16250000	1	16180128	16180617
11b	182835	182903	16000001	16250000	1	16182835	16182903
11b	182835	183186	16000001	16250000	1	16182835	16183186
11b	183767	184007	16000001	16250000	1	16183767	16184007
11b	184004	184007	16000001	16250000	1	16184004	16184007
11b	185045	185049	16000001	16250000	1	16185045	16185049
11b	187770	187805	16000001	16250000	1	16187770	16187805
11b	190932	194087	16000001	16250000	1	16190932	16194087
11b	191003	193710	16000001	16250000	1	16191003	16193710
11b	191948	192959	16000001	16250000	1	16191948	16192959
11b	192188	192265	16000001	16250000	1	16192188	16192265
11b	192953	192959	16000001	16250000	1	16192953	16192959
11b	196336	223532	16000001	16250000	1	16196336	16223532
11b	196336	196565	16000001	16250000	1	16196336	16196565
11b	196336	196573	16000001	16250000	1	16196336	16196573
11b	196525	196573	16000001	16250000	1	16196525	16196573
11b	197404	197644	16000001	16250000	1	16197404	16197644
11b	197904	197971	16000001	16250000	1	16197904	16197971
11b	198735	199338	16000001	16250000	1	16198735	16199338
11b	198735	198784	16000001	16250000	1	16198735	16198784
11b	201110	201125	16000001	16250000	1	16201110	16201125
11b	203583	203644	16000001	16250000	1	16203583	16203644
11b	205993	206002	16000001	16250000	1	16205993	16206002
11b	207941	208187	16000001	16250000	1	16207941	16208187
11b	207956	208187	16000001	16250000	1	16207956	16208187
11b	209867	210237	16000001	16250000	1	16209867	16210237
11b	210415	210545	16000001	16250000	1	16210415	16210545
11b	210545	211291	16000001	16250000	1	16210545	16211291
11b	212861	213786	16000001	16250000	1	16212861	16213786
11b	213522	213786	16000001	16250000	1	16213522	16213786
11b	214251	221110	16000001	16250000	1	16214251	16221110
11b	214251	214261	16000001	16250000	1	16214251	16214261
11b	221041	221110	16000001	16250000	1	16221041	16221110
11b	222791	222907	16000001	16250000	1	16222791	16222907
11b	222880	222907	16000001	16250000	1	16222880	16222907
11b	224470	225877	16000001	16250000	1	16224470	16225877
11b	229029	229522	16000001	16250000	1	16229029	16229522
11b	230792	230819	16000001	16250000	1	16230792	16230819
11b	230792	230839	16000001	16250000	1	16230792	16230839
11b	231284	239405	16000001	16250000	1	16231284	16239405
11b	233728	234124	16000001	16250000	1	16233728	16234124
11b	233814	242089	16000001	16250000	1	16233814	16242089
11b	233814	234124	16000001	16250000	1	16233814	16234124
11b	234067	234124	16000001	16250000	1	16234067	16234124
11b	234358	234815	16000001	16250000	1	16234358	16234815
11b	234643	234815	16000001	16250000	1	16234643	16234815
11b	239282	240032	16000001	16250000	1	16239282	16240032
11b	239282	241021	16000001	16250000	1	16239282	16241021
11b	239336	242089	16000001	16250000	1	16239336	16242089
11b	240969	241021	16000001	16250000	1	16240969	16241021
11b	242447	242655	16000001	16250000	1	16242447	16242655
11b	242649	242655	16000001	16250000	1	16242649	16242655
11b	244282	245044	16000001	16250000	1	16244282	16245044
11b	244295	244676	16000001	16250000	1	16244295	16244676
11b	244485	244540	16000001	16250000	1	16244485	16244540
11b	246326	248126	16000001	16250000	1	16246326	16248126
11b	246326	249307	16000001	16250000	1	16246326	16249307
11b	247606	249307	16000001	16250000	1	16247606	16249307
11b	248331	249307	16000001	16250000	1	16248331	16249307
11c	545	17716	16250001	16500000	1	16250545	16267716
11c	692	765	16250001	16500000	1	16250692	16250765
11c	1337	2661	16250001	16500000	1	16251337	16252661
11c	3510	14824	16250001	16500000	1	16253510	16264824
11c	9613	10962	16250001	16500000	1	16259613	16260962
11c	12715	12873	16250001	16500000	1	16262715	16262873
11c	13435	13595	16250001	16500000	1	16263435	16263595
11c	14603	14824	16250001	16500000	1	16264603	16264824
11c	14603	14692	16250001	16500000	1	16264603	16264692
11c	15994	16171	16250001	16500000	1	16265994	16266171
11c	16455	18570	16250001	16500000	1	16266455	16268570
11c	20151	21152	16250001	16500000	1	16270151	16271152
11c	24000	25145	16250001	16500000	1	16274000	16275145
11c	24000	24070	16250001	16500000	1	16274000	16274070
11c	25145	25147	16250001	16500000	1	16275145	16275147
11c	25542	25557	16250001	16500000	1	16275542	16275557
11c	25557	25559	16250001	16500000	1	16275557	16275559
11c	37493	37520	16250001	16500000	1	16287493	16287520
11c	38465	38828	16250001	16500000	1	16288465	16288828
11c	38465	38713	16250001	16500000	1	16288465	16288713
11c	40071	40216	16250001	16500000	1	16290071	16290216
11c	41801	41872	16250001	16500000	1	16291801	16291872
11c	41801	41893	16250001	16500000	1	16291801	16291893
11c	41801	41848	16250001	16500000	1	16291801	16291848
11c	43304	44738	16250001	16500000	1	16293304	16294738
11c	45534	50028	16250001	16500000	1	16295534	16300028
11c	45534	46737	16250001	16500000	1	16295534	16296737
11c	45534	46086	16250001	16500000	1	16295534	16296086
11c	66091	66312	16250001	16500000	1	16316091	16316312
11c	66232	66538	16250001	16500000	1	16316232	16316538
11c	66312	66538	16250001	16500000	1	16316312	16316538
11c	66489	66615	16250001	16500000	1	16316489	16316615
11c	66615	66849	16250001	16500000	1	16316615	16316849
11c	67482	67489	16250001	16500000	1	16317482	16317489
11c	76449	87002	16250001	16500000	1	16326449	16337002
11c	76449	76882	16250001	16500000	1	16326449	16326882
11c	84848	85157	16250001	16500000	1	16334848	16335157
11c	85157	87002	16250001	16500000	1	16335157	16337002
11c	86918	87002	16250001	16500000	1	16336918	16337002
11c	89864	90287	16250001	16500000	1	16339864	16340287
11c	93567	94320	16250001	16500000	1	16343567	16344320
11c	93567	94554	16250001	16500000	1	16343567	16344554
11c	93567	94164	16250001	16500000	1	16343567	16344164
11c	94017	95497	16250001	16500000	1	16344017	16345497
11c	94210	94320	16250001	16500000	1	16344210	16344320
11c	95352	95497	16250001	16500000	1	16345352	16345497
11c	95352	95365	16250001	16500000	1	16345352	16345365
11c	102966	103198	16250001	16500000	1	16352966	16353198
11c	102966	103145	16250001	16500000	1	16352966	16353145
11c	103726	104077	16250001	16500000	1	16353726	16354077
11c	104077	105418	16250001	16500000	1	16354077	16355418
11c	125473	125915	16250001	16500000	1	16375473	16375915
11c	126322	126331	16250001	16500000	1	16376322	16376331
11c	126322	126329	16250001	16500000	1	16376322	16376329
11c	126606	126823	16250001	16500000	1	16376606	16376823
11c	127105	127106	16250001	16500000	1	16377105	16377106
11c	142672	143468	16250001	16500000	1	16392672	16393468
11c	142672	142757	16250001	16500000	1	16392672	16392757
11c	142716	142757	16250001	16500000	1	16392716	16392757
11c	143795	144168	16250001	16500000	1	16393795	16394168
11c	150249	150287	16250001	16500000	1	16400249	16400287
11c	151409	152620	16250001	16500000	1	16401409	16402620
11c	152067	152082	16250001	16500000	1	16402067	16402082
11c	152082	152450	16250001	16500000	1	16402082	16402450
11c	152448	152450	16250001	16500000	1	16402448	16402450
11c	162381	167123	16250001	16500000	1	16412381	16417123
11c	163292	163293	16250001	16500000	1	16413292	16413293
11c	165043	165749	16250001	16500000	1	16415043	16415749
11c	165043	165934	16250001	16500000	1	16415043	16415934
11c	165744	165749	16250001	16500000	1	16415744	16415749
11c	166654	167086	16250001	16500000	1	16416654	16417086
11c	166654	167123	16250001	16500000	1	16416654	16417123
11c	167086	167123	16250001	16500000	1	16417086	16417123
11c	170141	170178	16250001	16500000	1	16420141	16420178
11c	170141	170622	16250001	16500000	1	16420141	16420622
11c	170141	170641	16250001	16500000	1	16420141	16420641
11c	170167	170641	16250001	16500000	1	16420167	16420641
11c	170541	170641	16250001	16500000	1	16420541	16420641
11c	171528	172378	16250001	16500000	1	16421528	16422378
11c	171528	172234	16250001	16500000	1	16421528	16422234
11c	172032	172801	16250001	16500000	1	16422032	16422801
11c	172609	172801	16250001	16500000	1	16422609	16422801
11c	172609	172791	16250001	16500000	1	16422609	16422791
11c	174484	174679	16250001	16500000	1	16424484	16424679
11c	174484	174489	16250001	16500000	1	16424484	16424489
11c	175615	177195	16250001	16500000	1	16425615	16427195
11c	175615	175622	16250001	16500000	1	16425615	16425622
11c	175615	177810	16250001	16500000	1	16425615	16427810
11c	175615	176534	16250001	16500000	1	16425615	16426534
11c	176180	176222	16250001	16500000	1	16426180	16426222
11c	179437	179538	16250001	16500000	1	16429437	16429538
11c	179437	180843	16250001	16500000	1	16429437	16430843
11c	179538	180843	16250001	16500000	1	16429538	16430843
11c	181785	199725	16250001	16500000	1	16431785	16449725
11c	181785	181845	16250001	16500000	1	16431785	16431845
11c	181785	197175	16250001	16500000	1	16431785	16447175
11c	181814	181845	16250001	16500000	1	16431814	16431845
11c	184418	184509	16250001	16500000	1	16434418	16434509
11c	184892	185942	16250001	16500000	1	16434892	16435942
11c	185189	188028	16250001	16500000	1	16435189	16438028
11c	188028	188572	16250001	16500000	1	16438028	16438572
11c	188028	189071	16250001	16500000	1	16438028	16439071
11c	188164	189071	16250001	16500000	1	16438164	16439071
11c	188820	188835	16250001	16500000	1	16438820	16438835
11c	190457	191136	16250001	16500000	1	16440457	16441136
11c	191262	191599	16250001	16500000	1	16441262	16441599
11c	191262	191323	16250001	16500000	1	16441262	16441323
11c	194043	194047	16250001	16500000	1	16444043	16444047
11c	194624	194660	16250001	16500000	1	16444624	16444660
11c	194887	194974	16250001	16500000	1	16444887	16444974
11c	197175	197672	16250001	16500000	1	16447175	16447672
11c	197531	198332	16250001	16500000	1	16447531	16448332
11c	197756	198354	16250001	16500000	1	16447756	16448354
11c	202208	212581	16250001	16500000	1	16452208	16462581
11c	202208	202544	16250001	16500000	1	16452208	16452544
11c	211390	211402	16250001	16500000	1	16461390	16461402
11c	211390	213669	16250001	16500000	1	16461390	16463669
11c	213544	213808	16250001	16500000	1	16463544	16463808
11c	214972	215782	16250001	16500000	1	16464972	16465782
11c	222328	222415	16250001	16500000	1	16472328	16472415
